"(34, 41, 75)"
"(27, 52, 70)"
"(31, 90, 93)"
"(89, 38, 61)"
"(9, 3, 34)"
"(53, 13, 94)"
"(36, 70, 73)"
"(85, 45, 79)"
"(13, 85, 79)"
"(34, 6, 71)"
"(48, 53, 93)"
"(89, 75, 73)"
"(22, 45, 84)"
"(50, 6, 60)"
"(34, 71, 49)"
"(62, 27, 20)"
"(85, 91, 31)"
"(55, 63, 83)"
"(42, 52, 10)"
"(31, 73, 47)"
"(50, 41, 6)"
"(8, 41, 88)"
"(17, 2, 42)"
"(82, 87, 46)"
"(70, 61, 30)"
"(11, 53, 19)"
"(31, 94, 51)"
"(26, 29, 52)"
"(46, 15, 42)"
"(11, 43, 11)"
"(76, 50, 43)"
"(61, 92, 32)"
"(0, 79, 78)"
"(69, 8, 67)"
"(54, 31, 21)"
"(37, 20, 34)"
"(80, 44, 45)"
"(38, 15, 9)"
"(62, 40, 9)"
"(25, 15, 79)"
"(36, 50, 83)"
"(84, 91, 57)"
"(39, 10, 16)"
"(22, 30, 26)"
"(6, 9, 44)"
"(21, 41, 67)"
"(57, 93, 71)"
"(33, 89, 77)"
"(11, 3, 3)"
"(78, 91, 20)"
"(1, 88, 40)"
"(38, 94, 33)"
"(9, 67, 11)"
"(77, 44, 31)"
"(94, 38, 3)"
"(69, 80, 75)"
"(17, 31, 85)"
"(35, 64, 76)"
"(50, 68, 62)"
"(12, 10, 72)"
"(2, 79, 28)"
"(71, 10, 43)"
"(77, 44, 61)"
"(76, 34, 57)"
"(2, 18, 58)"
"(54, 0, 80)"
"(33, 35, 33)"
"(69, 9, 63)"
"(53, 41, 85)"
"(77, 64, 67)"
"(45, 67, 59)"
"(10, 48, 68)"
"(32, 86, 1)"
"(81, 11, 64)"
"(18, 30, 31)"
"(57, 13, 21)"
"(48, 62, 23)"
"(74, 84, 10)"
"(24, 14, 50)"
"(9, 7, 92)"
"(67, 89, 23)"
"(14, 85, 75)"
"(41, 15, 7)"
"(18, 47, 91)"
"(52, 0, 49)"
"(22, 37, 33)"
"(84, 62, 3)"
"(71, 88, 54)"
"(75, 28, 25)"
"(92, 66, 6)"
"(58, 58, 34)"
"(76, 49, 46)"
"(37, 63, 71)"
"(56, 52, 44)"
"(1, 38, 1)"
"(71, 19, 57)"
"(35, 21, 27)"
"(71, 80, 51)"
"(55, 41, 23)"
"(73, 10, 68)"
