"(19, 28, 16)"
"(34, 32, 29)"
"(1, 37, 27)"
"(29, 20, 14)"
"(33, 10, 1)"
"(14, 7, 33)"
"(19, 36, 29)"
"(26, 39, 42)"
"(0, 35, 20)"
"(21, 15, 28)"
"(19, 25, 25)"
"(5, 41, 7)"
"(1, 37, 30)"
"(34, 24, 25)"
"(17, 21, 31)"
"(33, 23, 35)"
"(21, 16, 7)"
"(36, 38, 13)"
"(40, 23, 15)"
"(15, 5, 18)"
"(37, 39, 19)"
"(26, 33, 12)"
"(13, 11, 7)"
"(37, 20, 15)"
"(13, 3, 19)"
"(14, 5, 32)"
"(12, 26, 26)"
"(16, 35, 1)"
"(33, 2, 24)"
"(36, 40, 4)"
"(26, 7, 40)"
"(30, 29, 36)"
"(30, 26, 10)"
"(34, 36, 39)"
"(20, 11, 4)"
"(9, 22, 30)"
"(24, 23, 25)"
"(26, 38, 6)"
"(23, 32, 35)"
"(1, 18, 16)"
"(3, 23, 18)"
"(29, 22, 13)"
"(30, 20, 25)"
"(42, 29, 22)"
"(2, 34, 20)"
"(19, 2, 2)"
"(15, 19, 31)"
"(25, 19, 0)"
"(4, 29, 11)"
"(4, 23, 3)"
"(41, 30, 36)"
"(7, 22, 13)"
"(7, 22, 28)"
"(27, 27, 39)"
"(24, 22, 39)"
"(10, 26, 5)"
"(41, 21, 4)"
"(23, 29, 38)"
"(16, 24, 27)"
"(40, 40, 6)"
"(13, 10, 39)"
"(7, 24, 26)"
"(34, 29, 12)"
"(39, 3, 19)"
"(39, 27, 4)"
"(12, 0, 31)"
"(32, 28, 2)"
"(33, 31, 11)"
"(12, 8, 4)"
"(18, 35, 15)"
"(32, 13, 7)"
"(21, 0, 0)"
"(3, 26, 3)"
"(9, 30, 23)"
"(16, 4, 1)"
"(28, 23, 37)"
"(37, 19, 33)"
"(9, 28, 27)"
"(15, 40, 28)"
"(32, 24, 29)"
"(34, 25, 14)"
"(27, 21, 20)"
"(36, 24, 41)"
"(28, 23, 1)"
"(0, 30, 35)"
"(31, 0, 20)"
"(1, 24, 11)"
"(29, 25, 1)"
"(38, 31, 41)"
"(40, 16, 18)"
"(27, 3, 33)"
"(21, 19, 3)"
"(25, 38, 24)"
"(32, 12, 29)"
"(7, 29, 0)"
"(6, 25, 1)"
"(17, 20, 26)"
"(36, 8, 17)"
"(19, 15, 9)"
"(37, 4, 35)"
