"(192, 96, 218)"
"(182, 213, 255)"
"(236, 100, 272)"
"(197, 146, 106)"
"(102, 183, 152)"
"(15, 133, 148)"
"(299, 257, 275)"
"(259, 99, 151)"
"(106, 263, 259)"
"(223, 135, 285)"
"(10, 181, 197)"
"(58, 39, 303)"
"(211, 276, 123)"
"(137, 105, 73)"
"(81, 121, 14)"
"(187, 21, 294)"
"(208, 22, 243)"
"(92, 264, 55)"
"(51, 162, 248)"
"(249, 177, 167)"
"(303, 7, 0)"
"(273, 240, 120)"
"(287, 50, 170)"
"(9, 297, 253)"
"(233, 46, 128)"
"(55, 259, 189)"
"(99, 127, 68)"
"(24, 220, 151)"
"(84, 237, 3)"
"(43, 109, 103)"
"(144, 126, 7)"
"(105, 115, 216)"
"(55, 26, 146)"
"(188, 170, 43)"
"(183, 310, 149)"
"(99, 141, 39)"
"(259, 125, 29)"
"(276, 308, 173)"
"(266, 196, 5)"
"(16, 99, 7)"
"(135, 179, 267)"
"(20, 133, 57)"
"(177, 33, 282)"
"(172, 186, 38)"
"(8, 241, 294)"
"(182, 98, 50)"
"(232, 73, 269)"
"(238, 191, 40)"
"(294, 196, 308)"
"(246, 25, 232)"
"(102, 246, 180)"
"(31, 219, 79)"
"(200, 156, 126)"
"(110, 186, 47)"
"(52, 190, 63)"
"(26, 176, 168)"
"(80, 208, 177)"
"(117, 148, 265)"
"(60, 15, 252)"
"(79, 249, 52)"
"(142, 52, 86)"
"(242, 250, 16)"
"(257, 208, 8)"
"(17, 269, 38)"
"(247, 266, 158)"
"(121, 218, 202)"
"(304, 222, 0)"
"(201, 60, 47)"
"(130, 28, 231)"
"(60, 68, 132)"
"(128, 216, 140)"
"(301, 203, 26)"
"(206, 193, 130)"
"(124, 104, 39)"
"(122, 278, 89)"
"(253, 89, 30)"
"(15, 19, 104)"
"(41, 53, 29)"
"(103, 111, 182)"
"(271, 235, 207)"
"(7, 14, 249)"
"(198, 179, 107)"
"(1, 76, 120)"
"(176, 136, 54)"
"(0, 278, 283)"
"(28, 115, 100)"
"(243, 206, 262)"
"(139, 284, 105)"
"(20, 175, 193)"
"(111, 136, 139)"
"(213, 250, 192)"
"(234, 268, 30)"
"(70, 6, 4)"
"(68, 197, 130)"
"(72, 163, 35)"
"(51, 227, 178)"
"(309, 143, 10)"
"(72, 6, 99)"
"(175, 274, 118)"
"(206, 14, 192)"
