"(32, 15, 23)"
"(6, 18, 12)"
"(8, 25, 4)"
"(12, 10, 32)"
"(17, 12, 12)"
"(37, 33, 33)"
"(14, 18, 13)"
"(3, 20, 8)"
"(23, 14, 18)"
"(33, 39, 0)"
"(20, 35, 28)"
"(17, 6, 22)"
"(28, 31, 15)"
"(31, 14, 22)"
"(12, 27, 30)"
"(5, 24, 26)"
"(40, 3, 17)"
"(26, 20, 31)"
"(35, 17, 6)"
"(11, 15, 17)"
"(31, 34, 25)"
"(29, 21, 37)"
"(18, 39, 30)"
"(39, 17, 25)"
"(4, 10, 36)"
"(24, 13, 29)"
"(33, 19, 20)"
"(6, 12, 1)"
"(28, 29, 24)"
"(13, 28, 26)"
"(12, 13, 20)"
"(18, 31, 20)"
"(19, 21, 5)"
"(15, 29, 36)"
"(8, 11, 7)"
"(15, 22, 26)"
"(25, 31, 32)"
"(19, 31, 26)"
"(12, 12, 0)"
"(36, 36, 6)"
"(17, 39, 40)"
"(0, 31, 32)"
"(15, 30, 31)"
"(17, 20, 29)"
"(10, 29, 18)"
"(12, 16, 16)"
"(16, 32, 10)"
"(20, 29, 38)"
"(4, 32, 25)"
"(40, 30, 11)"
"(4, 32, 25)"
"(40, 15, 28)"
"(15, 23, 6)"
"(32, 35, 4)"
"(11, 28, 34)"
"(39, 30, 34)"
"(28, 28, 31)"
"(1, 13, 10)"
"(5, 1, 9)"
"(13, 37, 13)"
"(7, 37, 22)"
"(32, 19, 33)"
"(31, 6, 36)"
"(35, 16, 24)"
"(7, 31, 9)"
"(6, 24, 6)"
"(38, 26, 20)"
"(36, 2, 21)"
"(36, 8, 7)"
"(11, 5, 10)"
"(25, 23, 26)"
"(0, 22, 34)"
"(25, 39, 7)"
"(19, 6, 21)"
"(6, 34, 20)"
"(16, 12, 16)"
"(34, 29, 1)"
"(9, 10, 40)"
"(27, 28, 23)"
"(4, 38, 34)"
"(38, 8, 7)"
"(39, 20, 40)"
"(10, 31, 31)"
"(15, 14, 20)"
"(26, 4, 24)"
"(28, 35, 17)"
"(24, 13, 22)"
"(23, 25, 17)"
"(7, 11, 1)"
"(4, 0, 35)"
"(5, 17, 1)"
"(18, 31, 23)"
"(22, 26, 19)"
"(38, 17, 32)"
"(11, 39, 6)"
"(7, 31, 9)"
"(10, 25, 35)"
"(5, 9, 14)"
"(23, 27, 37)"
"(22, 14, 36)"
