"(43, 1, 32)"
"(40, 32, 21)"
"(25, 32, 42)"
"(52, 9, 47)"
"(9, 52, 26)"
"(10, 18, 2)"
"(50, 20, 1)"
"(48, 30, 39)"
"(0, 13, 51)"
"(5, 19, 17)"
"(47, 55, 1)"
"(50, 1, 23)"
"(0, 55, 40)"
"(5, 27, 34)"
"(47, 35, 51)"
"(28, 32, 22)"
"(16, 44, 38)"
"(36, 13, 16)"
"(21, 5, 35)"
"(3, 22, 19)"
"(14, 36, 15)"
"(35, 17, 2)"
"(43, 17, 9)"
"(53, 36, 49)"
"(21, 8, 44)"
"(6, 39, 50)"
"(34, 52, 8)"
"(14, 49, 23)"
"(37, 27, 3)"
"(43, 39, 9)"
"(52, 12, 20)"
"(49, 34, 9)"
"(32, 3, 2)"
"(7, 1, 5)"
"(22, 4, 12)"
"(0, 18, 27)"
"(32, 45, 19)"
"(44, 48, 50)"
"(27, 34, 35)"
"(15, 47, 55)"
"(45, 12, 52)"
"(14, 21, 31)"
"(23, 49, 28)"
"(20, 51, 40)"
"(17, 40, 44)"
"(29, 5, 37)"
"(0, 3, 37)"
"(12, 10, 5)"
"(19, 39, 22)"
"(47, 22, 18)"
"(17, 20, 53)"
"(29, 12, 13)"
"(14, 9, 7)"
"(43, 49, 3)"
"(29, 11, 34)"
"(29, 19, 25)"
"(18, 19, 19)"
"(1, 31, 52)"
"(47, 24, 54)"
"(31, 34, 25)"
"(3, 6, 55)"
"(55, 4, 41)"
"(18, 52, 36)"
"(29, 54, 1)"
"(47, 32, 27)"
"(25, 27, 7)"
"(48, 29, 11)"
"(26, 36, 37)"
"(14, 30, 33)"
"(52, 11, 51)"
"(6, 46, 41)"
"(38, 27, 43)"
"(40, 37, 1)"
"(27, 2, 38)"
"(26, 2, 53)"
"(42, 51, 28)"
"(25, 25, 3)"
"(8, 50, 8)"
"(17, 25, 48)"
"(30, 10, 36)"
"(19, 10, 6)"
"(40, 25, 16)"
"(0, 37, 40)"
"(8, 34, 5)"
"(47, 15, 47)"
"(55, 22, 48)"
"(41, 19, 10)"
"(10, 54, 30)"
"(21, 17, 42)"
"(9, 25, 29)"
"(43, 27, 37)"
"(54, 35, 43)"
"(40, 0, 14)"
"(52, 7, 5)"
"(32, 46, 0)"
"(54, 13, 28)"
"(4, 48, 42)"
"(51, 39, 32)"
"(17, 9, 26)"
"(18, 21, 29)"
