"(6, 7, 1)"
"(15, 10, 13)"
"(12, 10, 7)"
"(4, 3, 9)"
"(13, 10, 2)"
"(11, 0, 10)"
"(5, 10, 14)"
"(11, 13, 3)"
"(14, 0, 8)"
"(15, 10, 2)"
"(6, 15, 7)"
"(3, 13, 4)"
"(10, 13, 5)"
"(5, 12, 7)"
"(10, 6, 2)"
"(8, 10, 9)"
"(11, 8, 10)"
"(7, 4, 7)"
"(10, 5, 10)"
"(10, 15, 11)"
"(5, 3, 0)"
"(8, 12, 2)"
"(10, 8, 1)"
"(3, 14, 12)"
"(1, 4, 15)"
"(0, 0, 6)"
"(14, 2, 0)"
"(13, 0, 7)"
"(11, 15, 7)"
"(3, 5, 1)"
"(10, 0, 0)"
"(0, 5, 15)"
"(9, 13, 12)"
"(6, 13, 10)"
"(9, 4, 4)"
"(10, 5, 5)"
"(13, 14, 11)"
"(4, 12, 3)"
"(7, 11, 5)"
"(13, 14, 5)"
"(12, 2, 1)"
"(0, 14, 15)"
"(7, 1, 13)"
"(8, 2, 13)"
"(13, 6, 7)"
"(15, 12, 13)"
"(6, 1, 11)"
"(9, 2, 0)"
"(14, 11, 15)"
"(5, 12, 1)"
"(15, 6, 13)"
"(13, 10, 3)"
"(2, 8, 0)"
"(13, 10, 13)"
"(0, 3, 10)"
"(10, 8, 1)"
"(1, 5, 11)"
"(5, 1, 8)"
"(15, 6, 2)"
"(8, 9, 6)"
"(2, 6, 15)"
"(4, 7, 9)"
"(1, 11, 9)"
"(14, 15, 0)"
"(14, 1, 6)"
"(7, 1, 10)"
"(11, 8, 11)"
"(7, 7, 3)"
"(14, 8, 2)"
"(14, 3, 12)"
"(1, 15, 12)"
"(3, 15, 4)"
"(8, 14, 11)"
"(12, 10, 5)"
"(3, 9, 4)"
"(12, 10, 11)"
"(8, 14, 6)"
"(11, 4, 2)"
"(0, 14, 6)"
"(3, 0, 6)"
"(12, 8, 15)"
"(8, 1, 1)"
"(5, 1, 1)"
"(1, 15, 15)"
"(4, 5, 8)"
"(1, 1, 2)"
"(5, 8, 5)"
"(1, 11, 8)"
"(3, 3, 7)"
"(4, 12, 3)"
"(2, 8, 10)"
"(5, 7, 4)"
"(13, 0, 10)"
"(5, 5, 0)"
"(13, 8, 6)"
"(4, 9, 14)"
"(9, 3, 13)"
"(2, 5, 5)"
"(2, 10, 3)"
"(3, 10, 14)"
