"(5, 4, 1)"
"(3, 1, 8)"
"(12, 4, 7)"
"(10, 3, 8)"
"(12, 8, 0)"
"(11, 10, 3)"
"(7, 9, 2)"
"(0, 1, 12)"
"(0, 9, 4)"
"(5, 2, 7)"
"(10, 1, 9)"
"(4, 1, 6)"
"(6, 11, 11)"
"(1, 12, 5)"
"(9, 2, 12)"
"(11, 10, 2)"
"(6, 10, 11)"
"(0, 6, 9)"
"(7, 6, 11)"
"(11, 1, 8)"
"(11, 7, 4)"
"(3, 7, 8)"
"(9, 7, 6)"
"(11, 9, 12)"
"(7, 8, 5)"
"(4, 8, 0)"
"(6, 8, 8)"
"(8, 10, 6)"
"(10, 1, 10)"
"(7, 5, 1)"
"(1, 6, 7)"
"(10, 3, 0)"
"(1, 5, 3)"
"(6, 5, 11)"
"(9, 1, 2)"
"(2, 0, 9)"
"(8, 1, 7)"
"(0, 9, 9)"
"(11, 9, 3)"
"(8, 3, 9)"
"(2, 10, 0)"
"(10, 11, 9)"
"(5, 1, 11)"
"(8, 0, 6)"
"(4, 3, 4)"
"(7, 10, 11)"
"(10, 6, 2)"
"(0, 9, 11)"
"(5, 4, 9)"
"(8, 10, 8)"
"(8, 11, 10)"
"(4, 8, 3)"
"(2, 3, 1)"
"(11, 4, 6)"
"(10, 2, 4)"
"(4, 11, 8)"
"(10, 8, 1)"
"(8, 12, 1)"
"(10, 11, 7)"
"(12, 8, 5)"
"(1, 4, 7)"
"(2, 11, 5)"
"(3, 10, 8)"
"(12, 0, 3)"
"(9, 3, 1)"
"(6, 11, 0)"
"(2, 11, 9)"
"(10, 2, 3)"
"(6, 2, 12)"
"(6, 9, 6)"
"(1, 5, 4)"
"(7, 7, 8)"
"(0, 9, 4)"
"(2, 3, 6)"
"(8, 3, 10)"
"(0, 5, 6)"
"(0, 10, 0)"
"(1, 9, 8)"
"(12, 5, 9)"
"(7, 0, 6)"
"(8, 12, 12)"
"(4, 0, 4)"
"(11, 9, 12)"
"(3, 1, 0)"
"(2, 11, 3)"
"(0, 1, 12)"
"(11, 10, 11)"
"(9, 10, 6)"
"(8, 8, 5)"
"(3, 5, 6)"
"(4, 10, 11)"
"(6, 3, 10)"
"(4, 5, 7)"
"(12, 11, 12)"
"(6, 12, 11)"
"(5, 9, 0)"
"(0, 3, 9)"
"(8, 10, 7)"
"(11, 4, 4)"
"(10, 7, 3)"
