"(19, 18, 11)"
"(4, 19, 4)"
"(7, 18, 4)"
"(9, 10, 9)"
"(1, 24, 20)"
"(0, 21, 6)"
"(22, 25, 22)"
"(19, 15, 20)"
"(29, 18, 25)"
"(29, 19, 21)"
"(21, 10, 11)"
"(26, 21, 17)"
"(22, 13, 22)"
"(6, 19, 7)"
"(0, 19, 4)"
"(9, 10, 14)"
"(23, 28, 21)"
"(1, 23, 26)"
"(12, 13, 1)"
"(20, 17, 28)"
"(4, 9, 18)"
"(18, 28, 29)"
"(1, 21, 5)"
"(4, 1, 21)"
"(1, 14, 20)"
"(19, 7, 21)"
"(13, 10, 17)"
"(3, 5, 0)"
"(28, 12, 6)"
"(25, 28, 8)"
"(20, 8, 26)"
"(13, 23, 15)"
"(14, 6, 24)"
"(7, 13, 19)"
"(1, 2, 8)"
"(7, 22, 11)"
"(8, 6, 14)"
"(9, 27, 6)"
"(8, 13, 10)"
"(10, 0, 12)"
"(12, 10, 21)"
"(14, 6, 2)"
"(22, 19, 27)"
"(13, 3, 4)"
"(9, 18, 27)"
"(1, 0, 6)"
"(11, 19, 6)"
"(8, 26, 11)"
"(15, 22, 19)"
"(3, 1, 10)"
"(3, 20, 26)"
"(18, 1, 24)"
"(1, 13, 1)"
"(22, 3, 27)"
"(24, 12, 6)"
"(14, 15, 24)"
"(15, 7, 13)"
"(26, 6, 15)"
"(16, 7, 25)"
"(6, 8, 18)"
"(5, 22, 8)"
"(16, 10, 21)"
"(14, 24, 17)"
"(19, 7, 5)"
"(29, 5, 20)"
"(6, 20, 12)"
"(29, 19, 8)"
"(12, 19, 10)"
"(8, 14, 12)"
"(12, 13, 20)"
"(14, 4, 2)"
"(12, 5, 3)"
"(9, 25, 0)"
"(18, 7, 26)"
"(7, 6, 27)"
"(19, 19, 3)"
"(5, 1, 16)"
"(24, 20, 15)"
"(22, 23, 25)"
"(4, 16, 27)"
"(14, 16, 6)"
"(17, 23, 16)"
"(1, 25, 29)"
"(12, 21, 7)"
"(26, 24, 23)"
"(9, 27, 19)"
"(12, 13, 3)"
"(14, 13, 26)"
"(8, 29, 22)"
"(22, 11, 11)"
"(21, 12, 1)"
"(7, 19, 6)"
"(24, 25, 24)"
"(12, 25, 27)"
"(25, 20, 6)"
"(9, 15, 12)"
"(27, 27, 2)"
"(22, 4, 17)"
"(0, 6, 16)"
"(0, 18, 3)"
