"(2, 65, 40, 36, 18)"
"(1, 10, 0, 12, 29)"
"(7, 55, 25, 62, 65)"
"(53, 7, 45, 40, 10)"
"(22, 3, 0, 35, 2)"
"(33, 59, 26, 53, 31)"
"(26, 5, 49, 14, 2)"
"(24, 9, 61, 27, 6)"
"(57, 23, 14, 29, 52)"
"(15, 13, 2, 45, 5)"
"(19, 63, 7, 16, 12)"
"(30, 42, 25, 63, 40)"
"(15, 22, 59, 33, 45)"
"(62, 55, 49, 41, 32)"
"(66, 64, 62, 63, 3)"
"(64, 37, 47, 12, 22)"
"(36, 18, 53, 51, 39)"
"(16, 52, 3, 64, 1)"
"(24, 30, 35, 55, 56)"
"(41, 11, 30, 24, 16)"
"(66, 16, 2, 56, 42)"
"(58, 21, 34, 62, 22)"
"(4, 60, 44, 34, 34)"
"(65, 53, 19, 45, 37)"
"(56, 66, 59, 41, 36)"
"(46, 11, 24, 23, 11)"
"(11, 30, 16, 18, 38)"
"(51, 15, 35, 47, 29)"
"(20, 52, 39, 4, 34)"
"(21, 38, 13, 21, 62)"
"(23, 62, 15, 57, 34)"
"(32, 44, 12, 32, 8)"
"(40, 48, 32, 11, 22)"
"(0, 5, 50, 29, 15)"
"(23, 54, 49, 37, 44)"
"(36, 50, 34, 4, 30)"
"(45, 19, 60, 21, 16)"
"(61, 27, 6, 49, 55)"
"(2, 4, 13, 20, 20)"
"(23, 55, 26, 59, 33)"
"(61, 45, 31, 17, 48)"
"(27, 35, 17, 1, 19)"
"(49, 59, 51, 66, 15)"
"(63, 9, 29, 13, 43)"
"(19, 13, 7, 1, 4)"
"(54, 13, 54, 43, 28)"
"(24, 4, 56, 30, 46)"
"(21, 7, 44, 34, 10)"
"(43, 43, 59, 50, 34)"
"(59, 38, 44, 18, 53)"
"(11, 11, 66, 12, 10)"
"(39, 16, 26, 44, 24)"
"(20, 45, 43, 66, 56)"
"(55, 14, 63, 4, 13)"
"(57, 7, 10, 10, 30)"
"(61, 47, 62, 17, 33)"
"(37, 31, 52, 33, 45)"
"(2, 31, 3, 38, 64)"
"(63, 12, 38, 66, 61)"
"(58, 65, 49, 63, 60)"
"(22, 58, 62, 11, 13)"
"(17, 23, 7, 11, 35)"
"(60, 62, 10, 66, 11)"
"(44, 44, 40, 10, 19)"
"(29, 61, 48, 21, 44)"
"(50, 44, 25, 27, 43)"
"(2, 46, 60, 36, 24)"
"(44, 12, 65, 9, 29)"
"(5, 66, 57, 28, 13)"
"(31, 27, 35, 47, 5)"
"(31, 32, 14, 28, 7)"
"(9, 46, 64, 59, 65)"
"(52, 32, 29, 62, 4)"
"(36, 35, 65, 32, 30)"
"(35, 59, 38, 11, 0)"
"(32, 66, 36, 16, 55)"
"(56, 29, 5, 8, 56)"
"(47, 2, 4, 3, 58)"
"(21, 39, 25, 2, 13)"
"(46, 63, 33, 16, 13)"
"(62, 11, 52, 23, 60)"
"(12, 27, 34, 63, 15)"
"(49, 34, 15, 51, 13)"
"(45, 24, 17, 21, 38)"
"(66, 58, 56, 31, 47)"
"(27, 6, 10, 54, 15)"
"(47, 17, 30, 40, 13)"
"(58, 39, 31, 11, 2)"
"(63, 12, 13, 17, 57)"
"(6, 20, 8, 37, 60)"
"(26, 31, 24, 5, 62)"
"(46, 9, 30, 44, 65)"
"(34, 34, 41, 43, 47)"
"(50, 15, 60, 1, 13)"
"(49, 31, 59, 11, 43)"
"(52, 40, 5, 18, 5)"
"(46, 8, 6, 66, 39)"
"(11, 50, 24, 39, 57)"
"(58, 43, 49, 5, 55)"
"(40, 25, 39, 46, 52)"
