"(23, 27, 16, 22, 31)"
"(0, 4, 13, 29, 27)"
"(30, 24, 9, 33, 18)"
"(20, 15, 14, 24, 17)"
"(12, 18, 0, 16, 3)"
"(9, 27, 24, 8, 16)"
"(16, 18, 30, 30, 6)"
"(28, 16, 2, 4, 32)"
"(32, 32, 9, 13, 11)"
"(33, 7, 1, 9, 19)"
"(24, 7, 9, 15, 7)"
"(20, 0, 10, 20, 22)"
"(13, 32, 13, 26, 9)"
"(5, 21, 13, 0, 29)"
"(33, 3, 17, 25, 2)"
"(27, 18, 13, 32, 7)"
"(33, 13, 14, 11, 9)"
"(26, 9, 12, 7, 23)"
"(5, 21, 19, 30, 19)"
"(12, 21, 26, 22, 23)"
"(33, 2, 24, 2, 18)"
"(22, 16, 12, 4, 13)"
"(26, 29, 32, 13, 4)"
"(3, 17, 27, 22, 14)"
"(12, 14, 12, 2, 13)"
"(9, 16, 8, 29, 3)"
"(31, 30, 17, 10, 14)"
"(24, 14, 6, 26, 7)"
"(29, 19, 11, 4, 18)"
"(0, 15, 13, 18, 21)"
"(14, 24, 4, 33, 28)"
"(12, 12, 2, 33, 24)"
"(14, 22, 12, 22, 2)"
"(31, 32, 31, 21, 30)"
"(31, 10, 17, 24, 28)"
"(20, 29, 21, 20, 9)"
"(33, 31, 19, 9, 24)"
"(29, 1, 26, 18, 15)"
"(5, 32, 11, 24, 21)"
"(15, 32, 26, 24, 9)"
"(24, 26, 20, 32, 26)"
"(6, 20, 17, 19, 21)"
"(10, 29, 20, 8, 27)"
"(10, 22, 8, 9, 11)"
"(17, 15, 5, 26, 12)"
"(28, 5, 1, 1, 31)"
"(1, 32, 14, 12, 30)"
"(5, 30, 7, 23, 2)"
"(0, 2, 18, 19, 25)"
"(7, 20, 18, 23, 13)"
"(8, 33, 12, 18, 21)"
"(31, 11, 10, 17, 31)"
"(1, 6, 2, 0, 29)"
"(16, 32, 15, 29, 16)"
"(8, 15, 2, 30, 24)"
"(22, 10, 24, 20, 1)"
"(27, 7, 1, 27, 26)"
"(26, 12, 20, 27, 20)"
"(22, 17, 32, 15, 32)"
"(6, 1, 22, 26, 11)"
"(4, 3, 24, 7, 12)"
"(31, 18, 19, 12, 11)"
"(20, 18, 13, 29, 13)"
"(15, 33, 31, 14, 15)"
"(9, 26, 23, 25, 22)"
"(7, 10, 26, 8, 11)"
"(4, 4, 20, 4, 21)"
"(2, 19, 11, 6, 19)"
"(1, 20, 19, 17, 12)"
"(3, 33, 23, 15, 17)"
"(32, 30, 17, 30, 1)"
"(31, 21, 28, 32, 2)"
"(0, 22, 14, 32, 30)"
"(24, 2, 19, 15, 24)"
"(24, 29, 4, 26, 13)"
"(1, 12, 6, 12, 24)"
"(21, 8, 12, 23, 2)"
"(6, 0, 19, 20, 14)"
"(9, 3, 8, 29, 10)"
"(31, 27, 7, 9, 30)"
"(18, 30, 32, 8, 2)"
"(8, 11, 12, 20, 1)"
"(8, 25, 17, 4, 33)"
"(31, 30, 29, 15, 23)"
"(21, 27, 7, 32, 18)"
"(5, 16, 13, 12, 12)"
"(16, 33, 30, 22, 32)"
"(15, 16, 8, 10, 30)"
"(24, 17, 11, 8, 16)"
"(19, 12, 20, 28, 6)"
"(32, 30, 27, 16, 18)"
"(3, 6, 4, 3, 0)"
"(10, 0, 0, 29, 32)"
"(20, 23, 7, 32, 0)"
"(20, 23, 26, 0, 11)"
"(33, 19, 2, 11, 27)"
"(21, 2, 14, 13, 0)"
"(18, 21, 17, 18, 14)"
"(30, 5, 3, 1, 8)"
"(32, 13, 13, 26, 33)"
