"(48, 15, 31, 50, 31)"
"(7, 21, 9, 22, 32)"
"(18, 35, 48, 21, 38)"
"(25, 36, 14, 0, 45)"
"(30, 44, 44, 18, 52)"
"(15, 12, 49, 7, 51)"
"(49, 1, 9, 0, 3)"
"(5, 29, 45, 14, 42)"
"(55, 22, 49, 8, 4)"
"(17, 10, 31, 49, 4)"
"(6, 33, 28, 50, 52)"
"(0, 36, 3, 13, 43)"
"(29, 13, 48, 10, 49)"
"(30, 46, 29, 20, 14)"
"(10, 18, 54, 20, 37)"
"(28, 7, 5, 27, 5)"
"(28, 51, 28, 47, 45)"
"(33, 30, 29, 19, 7)"
"(25, 39, 35, 41, 52)"
"(5, 0, 29, 29, 28)"
"(31, 8, 9, 23, 25)"
"(8, 52, 29, 47, 19)"
"(39, 14, 46, 24, 48)"
"(12, 12, 22, 52, 45)"
"(25, 26, 27, 46, 10)"
"(54, 6, 9, 19, 50)"
"(29, 25, 39, 53, 6)"
"(53, 35, 49, 30, 19)"
"(24, 42, 53, 29, 7)"
"(36, 10, 7, 1, 4)"
"(29, 36, 54, 44, 47)"
"(37, 41, 41, 13, 41)"
"(43, 48, 24, 12, 10)"
"(11, 34, 55, 24, 16)"
"(14, 33, 47, 24, 33)"
"(3, 36, 50, 3, 37)"
"(47, 33, 8, 10, 15)"
"(23, 39, 7, 20, 33)"
"(46, 36, 10, 14, 0)"
"(17, 16, 40, 7, 27)"
"(6, 46, 52, 38, 0)"
"(8, 20, 46, 4, 33)"
"(24, 17, 18, 54, 34)"
"(41, 50, 51, 17, 40)"
"(6, 23, 40, 37, 6)"
"(30, 22, 31, 20, 20)"
"(3, 40, 14, 38, 15)"
"(44, 3, 38, 35, 6)"
"(1, 51, 7, 33, 36)"
"(7, 44, 53, 1, 38)"
"(32, 47, 53, 31, 44)"
"(3, 9, 47, 37, 4)"
"(24, 27, 20, 19, 10)"
"(0, 54, 25, 24, 5)"
"(38, 22, 16, 14, 21)"
"(33, 19, 23, 10, 35)"
"(13, 30, 23, 27, 13)"
"(38, 48, 13, 52, 27)"
"(5, 55, 27, 35, 12)"
"(12, 42, 38, 6, 5)"
"(50, 32, 11, 41, 45)"
"(2, 19, 5, 41, 34)"
"(45, 10, 35, 13, 44)"
"(38, 43, 12, 19, 11)"
"(4, 51, 47, 31, 14)"
"(28, 9, 33, 16, 44)"
"(41, 21, 5, 24, 23)"
"(6, 1, 42, 16, 3)"
"(31, 50, 1, 29, 46)"
"(0, 20, 21, 18, 38)"
"(17, 18, 49, 40, 26)"
"(54, 10, 30, 14, 36)"
"(53, 5, 38, 36, 20)"
"(16, 17, 48, 2, 27)"
"(53, 21, 54, 35, 40)"
"(53, 45, 1, 39, 35)"
"(18, 51, 18, 48, 39)"
"(41, 1, 37, 14, 22)"
"(9, 52, 14, 4, 44)"
"(30, 37, 3, 46, 49)"
"(2, 30, 46, 0, 23)"
"(41, 38, 1, 53, 15)"
"(47, 32, 4, 31, 6)"
"(38, 6, 28, 54, 53)"
"(33, 23, 27, 27, 14)"
"(38, 10, 40, 8, 19)"
"(1, 36, 6, 19, 19)"
"(45, 53, 2, 16, 28)"
"(20, 35, 34, 17, 38)"
"(45, 33, 26, 16, 50)"
"(45, 37, 9, 16, 8)"
"(15, 32, 49, 42, 38)"
"(1, 1, 37, 12, 3)"
"(34, 19, 16, 36, 11)"
"(25, 19, 8, 43, 15)"
"(27, 2, 28, 54, 12)"
"(30, 9, 2, 19, 47)"
"(34, 43, 20, 41, 44)"
"(3, 17, 28, 29, 3)"
"(23, 5, 43, 17, 43)"
