"(74, 52, 81)"
"(62, 82, 39)"
"(38, 44, 6)"
"(23, 23, 73)"
"(7, 76, 13)"
"(27, 72, 29)"
"(62, 76, 8)"
"(26, 85, 71)"
"(19, 17, 16)"
"(51, 71, 22)"
"(11, 83, 17)"
"(6, 26, 54)"
"(30, 42, 43)"
"(6, 83, 29)"
"(86, 52, 10)"
"(34, 84, 82)"
"(71, 76, 20)"
"(21, 14, 19)"
"(23, 40, 81)"
"(84, 56, 26)"
"(36, 63, 46)"
"(32, 36, 40)"
"(70, 79, 24)"
"(69, 18, 31)"
"(63, 16, 36)"
"(3, 23, 56)"
"(9, 71, 81)"
"(8, 33, 64)"
"(65, 39, 83)"
"(70, 62, 9)"
"(32, 68, 83)"
"(30, 84, 51)"
"(62, 0, 68)"
"(71, 5, 75)"
"(48, 30, 72)"
"(22, 78, 54)"
"(59, 34, 7)"
"(74, 12, 38)"
"(85, 48, 8)"
"(54, 38, 79)"
"(64, 23, 47)"
"(34, 20, 81)"
"(12, 7, 78)"
"(13, 1, 28)"
"(53, 61, 55)"
"(19, 9, 76)"
"(44, 76, 58)"
"(54, 5, 59)"
"(47, 12, 34)"
"(23, 7, 32)"
"(74, 63, 66)"
"(54, 16, 3)"
"(19, 6, 3)"
"(16, 15, 3)"
"(6, 20, 29)"
"(31, 30, 55)"
"(63, 14, 26)"
"(13, 28, 11)"
"(45, 23, 37)"
"(63, 84, 42)"
"(49, 0, 39)"
"(61, 1, 45)"
"(58, 0, 8)"
"(75, 56, 69)"
"(51, 40, 81)"
"(0, 36, 23)"
"(44, 43, 71)"
"(42, 28, 28)"
"(37, 17, 13)"
"(4, 63, 75)"
"(62, 21, 40)"
"(7, 78, 55)"
"(64, 52, 6)"
"(31, 52, 59)"
"(7, 16, 65)"
"(86, 83, 44)"
"(71, 78, 85)"
"(71, 65, 62)"
"(79, 86, 75)"
"(68, 55, 69)"
"(67, 72, 30)"
"(10, 21, 29)"
"(80, 75, 33)"
"(68, 44, 54)"
"(30, 59, 73)"
"(83, 21, 55)"
"(4, 36, 68)"
"(71, 75, 83)"
"(33, 18, 67)"
"(12, 7, 66)"
"(54, 45, 45)"
"(61, 19, 85)"
"(29, 85, 71)"
"(77, 82, 61)"
"(84, 56, 24)"
"(73, 33, 3)"
"(7, 11, 30)"
"(41, 11, 24)"
"(1, 40, 8)"
"(9, 70, 9)"
