"(92, 20, 65)"
"(67, 28, 25)"
"(2, 113, 46)"
"(12, 56, 89)"
"(29, 193, 153)"
"(110, 203, 158)"
"(206, 10, 74)"
"(19, 28, 161)"
"(248, 231, 113)"
"(185, 59, 161)"
"(231, 252, 32)"
"(100, 130, 171)"
"(79, 188, 23)"
"(156, 212, 106)"
"(135, 207, 228)"
"(17, 111, 216)"
"(136, 77, 17)"
"(147, 231, 131)"
"(190, 249, 225)"
"(34, 162, 168)"
"(217, 166, 6)"
"(95, 129, 51)"
"(53, 67, 12)"
"(78, 174, 48)"
"(54, 171, 184)"
"(230, 216, 218)"
"(96, 249, 60)"
"(208, 56, 123)"
"(135, 202, 181)"
"(87, 164, 177)"
"(257, 92, 35)"
"(244, 109, 125)"
"(110, 159, 201)"
"(117, 103, 215)"
"(156, 45, 210)"
"(158, 95, 183)"
"(251, 133, 197)"
"(174, 50, 259)"
"(229, 78, 104)"
"(39, 253, 106)"
"(219, 214, 79)"
"(116, 109, 73)"
"(124, 198, 257)"
"(256, 213, 49)"
"(164, 213, 219)"
"(44, 237, 120)"
"(92, 166, 19)"
"(15, 54, 161)"
"(110, 124, 104)"
"(57, 147, 126)"
"(168, 208, 35)"
"(48, 52, 134)"
"(139, 67, 247)"
"(101, 3, 247)"
"(151, 76, 171)"
"(110, 0, 153)"
"(160, 156, 146)"
"(63, 174, 208)"
"(38, 244, 29)"
"(192, 6, 186)"
"(45, 174, 20)"
"(101, 5, 51)"
"(142, 220, 245)"
"(181, 259, 177)"
"(29, 61, 148)"
"(149, 57, 61)"
"(138, 37, 73)"
"(100, 243, 155)"
"(187, 138, 56)"
"(258, 107, 116)"
"(246, 50, 31)"
"(148, 66, 222)"
"(30, 223, 238)"
"(250, 108, 34)"
"(3, 199, 47)"
"(255, 46, 81)"
"(146, 16, 163)"
"(58, 5, 163)"
"(93, 173, 94)"
"(260, 145, 14)"
"(107, 6, 129)"
"(212, 85, 211)"
"(164, 94, 157)"
"(37, 17, 127)"
"(101, 99, 194)"
"(13, 32, 50)"
"(21, 150, 134)"
"(94, 165, 119)"
"(133, 248, 231)"
"(184, 155, 147)"
"(105, 254, 174)"
"(161, 204, 245)"
"(80, 216, 245)"
"(149, 22, 83)"
"(148, 176, 16)"
"(213, 114, 90)"
"(89, 159, 127)"
"(152, 152, 234)"
"(98, 136, 24)"
"(240, 190, 168)"
