"(12,)"
"(14,)"
"(0,)"
"(8,)"
"(0,)"
"(4,)"
"(4,)"
"(14,)"
"(13,)"
"(1,)"
"(10,)"
"(12,)"
"(7,)"
"(5,)"
"(8,)"
"(3,)"
"(9,)"
"(6,)"
"(10,)"
"(12,)"
"(11,)"
"(12,)"
"(12,)"
"(9,)"
"(1,)"
"(14,)"
"(10,)"
"(6,)"
"(0,)"
"(3,)"
"(0,)"
"(14,)"
"(13,)"
"(9,)"
"(2,)"
"(12,)"
"(0,)"
"(14,)"
"(6,)"
"(14,)"
"(5,)"
"(7,)"
"(7,)"
"(9,)"
"(15,)"
"(9,)"
"(4,)"
"(13,)"
"(11,)"
"(3,)"
"(10,)"
"(7,)"
"(6,)"
"(6,)"
"(1,)"
"(3,)"
"(3,)"
"(11,)"
"(11,)"
"(5,)"
"(12,)"
"(10,)"
"(3,)"
"(8,)"
"(4,)"
"(13,)"
"(1,)"
"(5,)"
"(4,)"
"(11,)"
"(11,)"
"(1,)"
"(12,)"
"(1,)"
"(4,)"
"(5,)"
"(9,)"
"(2,)"
"(15,)"
"(10,)"
"(15,)"
"(13,)"
"(1,)"
"(3,)"
"(8,)"
"(15,)"
"(15,)"
"(13,)"
"(5,)"
"(0,)"
"(6,)"
"(15,)"
"(11,)"
"(8,)"
"(1,)"
"(1,)"
"(13,)"
"(13,)"
"(2,)"
"(11,)"
