"(3,)"
"(1,)"
"(3,)"
"(6,)"
"(0,)"
"(5,)"
"(3,)"
"(10,)"
"(1,)"
"(10,)"
"(5,)"
"(2,)"
"(5,)"
"(8,)"
"(8,)"
"(7,)"
"(0,)"
"(6,)"
"(10,)"
"(8,)"
"(10,)"
"(7,)"
"(5,)"
"(4,)"
"(8,)"
"(1,)"
"(3,)"
"(9,)"
"(4,)"
"(2,)"
"(2,)"
"(6,)"
"(4,)"
"(5,)"
"(3,)"
"(3,)"
"(2,)"
"(9,)"
"(1,)"
"(2,)"
"(9,)"
"(10,)"
"(9,)"
"(4,)"
"(1,)"
"(3,)"
"(1,)"
"(9,)"
"(0,)"
"(9,)"
"(10,)"
"(5,)"
"(6,)"
"(8,)"
"(0,)"
"(6,)"
"(9,)"
"(4,)"
"(2,)"
"(10,)"
"(5,)"
"(4,)"
"(8,)"
"(9,)"
"(9,)"
"(3,)"
"(3,)"
"(6,)"
"(6,)"
"(2,)"
"(6,)"
"(9,)"
"(9,)"
"(4,)"
"(3,)"
"(7,)"
"(0,)"
"(1,)"
"(2,)"
"(1,)"
"(1,)"
"(6,)"
"(4,)"
"(3,)"
"(1,)"
"(8,)"
"(7,)"
"(9,)"
"(7,)"
"(0,)"
"(1,)"
"(5,)"
"(0,)"
"(7,)"
"(7,)"
"(5,)"
"(3,)"
"(6,)"
"(4,)"
"(2,)"
