"(6, 1, 2, 3, 1)"
"(10, 12, 13, 6, 4)"
"(7, 4, 2, 15, 15)"
"(3, 2, 7, 14, 10)"
"(1, 0, 12, 10, 13)"
"(4, 2, 4, 11, 7)"
"(7, 2, 12, 6, 5)"
"(8, 14, 12, 2, 2)"
"(15, 8, 1, 6, 4)"
"(5, 5, 12, 3, 9)"
"(14, 2, 5, 8, 12)"
"(1, 6, 15, 10, 3)"
"(5, 8, 12, 5, 7)"
"(7, 0, 6, 1, 10)"
"(9, 7, 11, 4, 8)"
"(5, 15, 1, 7, 11)"
"(8, 5, 2, 2, 9)"
"(5, 4, 13, 15, 7)"
"(2, 12, 5, 11, 12)"
"(4, 8, 12, 14, 15)"
"(8, 10, 0, 7, 4)"
"(6, 13, 6, 13, 14)"
"(12, 10, 15, 3, 15)"
"(5, 7, 10, 15, 14)"
"(3, 13, 9, 3, 9)"
"(6, 10, 11, 9, 0)"
"(6, 7, 1, 4, 2)"
"(0, 7, 14, 1, 14)"
"(13, 0, 7, 2, 6)"
"(6, 2, 3, 10, 7)"
"(9, 2, 14, 1, 6)"
"(4, 9, 6, 12, 12)"
"(9, 8, 3, 8, 0)"
"(11, 15, 8, 3, 11)"
"(14, 6, 6, 12, 6)"
"(6, 15, 1, 13, 11)"
"(2, 1, 3, 9, 2)"
"(13, 1, 1, 6, 0)"
"(13, 4, 15, 14, 7)"
"(5, 7, 6, 8, 12)"
"(3, 14, 0, 6, 14)"
"(8, 9, 1, 14, 5)"
"(8, 12, 5, 8, 4)"
"(3, 13, 15, 7, 1)"
"(4, 14, 0, 6, 6)"
"(0, 15, 7, 4, 11)"
"(1, 9, 3, 8, 10)"
"(8, 2, 12, 2, 3)"
"(4, 1, 3, 7, 8)"
"(9, 12, 15, 5, 13)"
"(13, 3, 11, 9, 2)"
"(4, 9, 7, 13, 8)"
"(10, 15, 7, 13, 8)"
"(4, 0, 8, 0, 6)"
"(12, 12, 3, 8, 10)"
"(15, 2, 5, 15, 12)"
"(15, 4, 15, 8, 2)"
"(6, 3, 13, 15, 7)"
"(12, 4, 3, 1, 12)"
"(12, 1, 11, 7, 2)"
"(6, 14, 4, 5, 4)"
"(8, 2, 14, 1, 8)"
"(15, 14, 9, 14, 4)"
"(3, 7, 6, 13, 2)"
"(6, 0, 15, 5, 2)"
"(6, 12, 14, 2, 5)"
"(2, 1, 13, 0, 7)"
"(11, 13, 6, 13, 8)"
"(1, 1, 13, 14, 8)"
"(12, 13, 0, 6, 1)"
"(10, 15, 11, 5, 3)"
"(3, 5, 1, 9, 3)"
"(11, 14, 3, 2, 15)"
"(15, 2, 12, 9, 7)"
"(2, 5, 14, 11, 2)"
"(11, 7, 14, 5, 8)"
"(0, 7, 14, 0, 15)"
"(3, 13, 9, 0, 1)"
"(13, 2, 4, 0, 8)"
"(11, 7, 11, 8, 9)"
"(0, 13, 7, 13, 8)"
"(6, 8, 5, 7, 15)"
"(4, 9, 9, 9, 0)"
"(4, 1, 7, 3, 1)"
"(14, 1, 1, 5, 9)"
"(15, 8, 0, 14, 2)"
"(5, 13, 4, 8, 7)"
"(10, 8, 9, 2, 6)"
"(9, 10, 2, 5, 13)"
"(0, 11, 13, 12, 3)"
"(7, 2, 0, 15, 14)"
"(9, 3, 0, 11, 8)"
"(13, 11, 6, 5, 1)"
"(2, 9, 14, 5, 3)"
"(1, 11, 3, 5, 5)"
"(4, 13, 9, 8, 5)"
"(3, 7, 2, 8, 12)"
"(4, 5, 8, 4, 10)"
"(3, 4, 6, 9, 10)"
"(6, 9, 9, 15, 10)"
