"(43, 2, 3, 27, 36)"
"(32, 11, 33, 41, 41)"
"(40, 3, 29, 36, 11)"
"(38, 32, 25, 24, 40)"
"(31, 18, 21, 36, 5)"
"(44, 36, 9, 28, 45)"
"(4, 11, 18, 22, 44)"
"(18, 12, 12, 24, 30)"
"(16, 10, 7, 12, 2)"
"(24, 7, 14, 26, 12)"
"(28, 28, 12, 31, 42)"
"(0, 28, 42, 9, 6)"
"(16, 11, 35, 24, 30)"
"(5, 31, 17, 0, 44)"
"(32, 28, 44, 38, 12)"
"(32, 44, 39, 1, 17)"
"(3, 28, 28, 9, 25)"
"(23, 45, 32, 2, 44)"
"(10, 45, 9, 3, 16)"
"(20, 12, 43, 28, 7)"
"(0, 31, 11, 5, 14)"
"(28, 1, 43, 18, 24)"
"(1, 32, 28, 12, 38)"
"(20, 33, 23, 29, 42)"
"(4, 29, 20, 27, 31)"
"(6, 12, 39, 34, 36)"
"(23, 19, 5, 18, 19)"
"(25, 4, 6, 12, 17)"
"(8, 11, 3, 9, 17)"
"(15, 8, 12, 10, 18)"
"(34, 41, 6, 17, 18)"
"(19, 12, 38, 5, 16)"
"(15, 38, 20, 8, 6)"
"(11, 21, 29, 26, 37)"
"(21, 18, 12, 32, 1)"
"(9, 19, 4, 41, 40)"
"(39, 17, 29, 25, 6)"
"(12, 4, 16, 1, 2)"
"(45, 15, 18, 28, 42)"
"(36, 1, 10, 23, 18)"
"(8, 44, 25, 33, 42)"
"(39, 32, 22, 38, 35)"
"(30, 35, 28, 44, 5)"
"(14, 37, 45, 12, 20)"
"(24, 2, 43, 9, 17)"
"(32, 4, 38, 17, 21)"
"(30, 22, 14, 26, 41)"
"(13, 22, 1, 9, 31)"
"(29, 3, 35, 36, 13)"
"(25, 36, 45, 36, 16)"
"(24, 30, 16, 37, 40)"
"(7, 8, 38, 42, 32)"
"(4, 27, 28, 25, 30)"
"(38, 3, 16, 14, 19)"
"(32, 40, 30, 14, 27)"
"(34, 4, 1, 13, 19)"
"(15, 18, 16, 19, 41)"
"(33, 43, 37, 33, 31)"
"(37, 6, 15, 21, 30)"
"(34, 12, 3, 20, 19)"
"(42, 2, 45, 29, 21)"
"(14, 22, 32, 32, 41)"
"(35, 18, 29, 44, 15)"
"(33, 41, 26, 23, 8)"
"(9, 39, 44, 22, 42)"
"(42, 32, 6, 45, 11)"
"(26, 41, 11, 19, 26)"
"(10, 8, 32, 38, 11)"
"(7, 40, 22, 24, 11)"
"(26, 18, 21, 24, 33)"
"(45, 36, 29, 31, 2)"
"(20, 24, 0, 8, 0)"
"(8, 44, 9, 32, 41)"
"(5, 34, 44, 9, 30)"
"(17, 16, 43, 34, 38)"
"(25, 12, 7, 32, 11)"
"(12, 7, 15, 7, 42)"
"(0, 17, 19, 44, 3)"
"(11, 22, 42, 10, 17)"
"(40, 14, 9, 41, 27)"
"(28, 42, 5, 18, 37)"
"(7, 37, 45, 36, 15)"
"(29, 39, 32, 38, 2)"
"(11, 8, 34, 16, 12)"
"(25, 25, 30, 7, 0)"
"(28, 1, 34, 1, 36)"
"(28, 31, 10, 39, 13)"
"(3, 44, 4, 45, 4)"
"(30, 17, 43, 20, 14)"
"(2, 29, 43, 4, 0)"
"(0, 28, 29, 4, 38)"
"(32, 24, 24, 9, 28)"
"(21, 33, 39, 42, 7)"
"(45, 45, 0, 42, 16)"
"(27, 17, 12, 2, 41)"
"(44, 6, 34, 31, 32)"
"(45, 33, 41, 33, 41)"
"(28, 38, 29, 27, 26)"
"(5, 17, 42, 45, 18)"
"(24, 26, 4, 28, 44)"
