"(17, 51, 31, 28, 7)"
"(38, 7, 11, 18, 38)"
"(2, 39, 13, 2, 26)"
"(36, 42, 3, 3, 32)"
"(24, 32, 13, 45, 14)"
"(37, 27, 15, 29, 8)"
"(18, 35, 33, 45, 14)"
"(25, 29, 35, 28, 16)"
"(10, 51, 47, 35, 7)"
"(37, 6, 8, 50, 26)"
"(38, 10, 32, 47, 37)"
"(43, 12, 0, 32, 9)"
"(9, 0, 27, 13, 31)"
"(39, 34, 12, 33, 26)"
"(39, 51, 28, 19, 11)"
"(38, 1, 21, 26, 24)"
"(16, 38, 11, 17, 50)"
"(16, 38, 19, 25, 9)"
"(5, 21, 9, 3, 29)"
"(0, 43, 45, 1, 4)"
"(20, 19, 51, 51, 15)"
"(37, 18, 22, 42, 47)"
"(5, 23, 32, 34, 17)"
"(31, 3, 19, 34, 17)"
"(43, 10, 26, 21, 8)"
"(33, 10, 3, 36, 14)"
"(30, 39, 2, 47, 9)"
"(11, 14, 32, 16, 44)"
"(12, 20, 22, 32, 45)"
"(45, 45, 42, 44, 16)"
"(14, 48, 45, 7, 41)"
"(44, 44, 37, 27, 9)"
"(36, 21, 17, 36, 38)"
"(30, 16, 4, 47, 18)"
"(0, 51, 32, 32, 11)"
"(45, 50, 48, 10, 44)"
"(6, 20, 36, 11, 36)"
"(34, 43, 18, 1, 47)"
"(4, 32, 21, 4, 23)"
"(47, 24, 18, 33, 24)"
"(32, 48, 50, 19, 7)"
"(23, 43, 31, 48, 19)"
"(31, 11, 44, 34, 11)"
"(0, 32, 4, 23, 39)"
"(49, 42, 15, 6, 23)"
"(26, 32, 2, 44, 19)"
"(22, 50, 9, 38, 50)"
"(35, 36, 46, 32, 26)"
"(33, 50, 9, 42, 27)"
"(0, 15, 45, 33, 4)"
"(23, 6, 38, 48, 14)"
"(40, 32, 33, 26, 29)"
"(33, 24, 2, 21, 12)"
"(31, 0, 48, 23, 11)"
"(24, 6, 29, 0, 22)"
"(21, 6, 24, 15, 47)"
"(36, 39, 50, 33, 44)"
"(31, 14, 37, 47, 22)"
"(48, 13, 41, 26, 31)"
"(16, 21, 26, 30, 2)"
"(22, 35, 7, 47, 26)"
"(27, 31, 27, 32, 40)"
"(37, 34, 20, 24, 17)"
"(25, 37, 36, 43, 45)"
"(35, 14, 41, 44, 16)"
"(9, 28, 37, 47, 37)"
"(31, 35, 26, 40, 8)"
"(24, 1, 49, 13, 3)"
"(36, 31, 14, 2, 29)"
"(7, 49, 49, 40, 25)"
"(6, 15, 44, 46, 1)"
"(23, 14, 25, 34, 51)"
"(7, 44, 12, 0, 24)"
"(5, 11, 40, 18, 36)"
"(41, 1, 28, 32, 46)"
"(29, 39, 50, 31, 11)"
"(1, 43, 7, 24, 25)"
"(19, 1, 35, 3, 42)"
"(11, 48, 41, 13, 16)"
"(46, 25, 18, 40, 36)"
"(25, 13, 22, 43, 20)"
"(32, 14, 23, 41, 49)"
"(14, 40, 17, 6, 47)"
"(48, 22, 35, 47, 11)"
"(10, 22, 33, 11, 30)"
"(18, 3, 48, 34, 0)"
"(44, 35, 6, 45, 27)"
"(18, 9, 21, 8, 42)"
"(37, 1, 44, 37, 5)"
"(18, 4, 27, 45, 38)"
"(1, 37, 4, 51, 14)"
"(14, 13, 35, 49, 43)"
"(50, 47, 34, 44, 21)"
"(23, 29, 2, 15, 46)"
"(49, 20, 13, 2, 19)"
"(9, 14, 41, 49, 23)"
"(48, 24, 29, 14, 35)"
"(35, 39, 34, 30, 26)"
"(9, 51, 34, 0, 39)"
"(43, 27, 6, 24, 33)"
