"(7, 14, 26, 8, 1)"
"(14, 13, 25, 19, 7)"
"(23, 18, 10, 16, 15)"
"(0, 20, 20, 3, 17)"
"(2, 1, 10, 14, 24)"
"(16, 14, 16, 8, 22)"
"(2, 2, 1, 10, 25)"
"(19, 1, 22, 21, 26)"
"(18, 0, 18, 16, 5)"
"(15, 13, 22, 2, 6)"
"(6, 19, 5, 13, 15)"
"(2, 3, 26, 2, 4)"
"(14, 11, 13, 11, 16)"
"(23, 22, 26, 24, 14)"
"(14, 20, 13, 18, 17)"
"(12, 13, 12, 17, 24)"
"(17, 2, 21, 0, 22)"
"(26, 5, 24, 3, 6)"
"(3, 0, 5, 8, 3)"
"(8, 8, 21, 8, 19)"
"(23, 5, 10, 13, 16)"
"(26, 18, 1, 22, 18)"
"(16, 0, 23, 19, 0)"
"(6, 16, 23, 1, 11)"
"(6, 25, 6, 0, 20)"
"(11, 17, 7, 22, 13)"
"(1, 25, 10, 19, 19)"
"(25, 24, 3, 19, 13)"
"(6, 2, 9, 22, 12)"
"(23, 1, 1, 25, 6)"
"(4, 21, 25, 6, 13)"
"(15, 17, 24, 2, 9)"
"(0, 5, 19, 1, 24)"
"(5, 14, 5, 21, 0)"
"(6, 25, 12, 15, 16)"
"(22, 10, 19, 17, 5)"
"(1, 11, 26, 5, 10)"
"(14, 24, 24, 17, 11)"
"(26, 22, 14, 2, 7)"
"(16, 11, 2, 19, 13)"
"(10, 2, 26, 3, 21)"
"(8, 6, 14, 25, 15)"
"(19, 4, 8, 20, 2)"
"(0, 10, 23, 19, 18)"
"(2, 7, 24, 2, 4)"
"(3, 13, 13, 23, 6)"
"(17, 0, 0, 13, 4)"
"(21, 9, 8, 10, 7)"
"(13, 26, 17, 12, 1)"
"(1, 13, 5, 3, 0)"
"(6, 19, 11, 13, 19)"
"(12, 21, 9, 11, 17)"
"(19, 10, 10, 5, 20)"
"(1, 14, 7, 7, 8)"
"(23, 3, 23, 8, 23)"
"(8, 25, 13, 10, 21)"
"(1, 16, 11, 16, 6)"
"(26, 15, 2, 0, 21)"
"(13, 24, 26, 11, 24)"
"(5, 8, 16, 3, 10)"
"(22, 3, 25, 19, 14)"
"(16, 6, 10, 6, 15)"
"(21, 8, 6, 15, 13)"
"(26, 8, 25, 2, 19)"
"(16, 17, 13, 21, 23)"
"(24, 3, 3, 6, 20)"
"(23, 18, 10, 1, 17)"
"(2, 0, 10, 15, 5)"
"(22, 10, 19, 10, 14)"
"(9, 13, 14, 2, 17)"
"(21, 12, 17, 6, 26)"
"(26, 17, 15, 18, 23)"
"(12, 20, 10, 15, 10)"
"(4, 7, 6, 2, 21)"
"(10, 20, 24, 13, 11)"
"(20, 5, 22, 5, 25)"
"(20, 10, 14, 26, 18)"
"(8, 10, 6, 26, 25)"
"(24, 2, 21, 18, 4)"
"(13, 6, 26, 0, 10)"
"(10, 8, 13, 18, 5)"
"(12, 4, 25, 11, 9)"
"(24, 3, 21, 3, 14)"
"(1, 4, 14, 13, 14)"
"(22, 1, 7, 13, 12)"
"(10, 14, 6, 7, 23)"
"(4, 3, 3, 19, 19)"
"(13, 12, 26, 15, 5)"
"(11, 10, 26, 2, 10)"
"(22, 25, 21, 12, 2)"
"(3, 12, 14, 0, 11)"
"(17, 26, 3, 15, 15)"
"(23, 12, 10, 5, 1)"
"(13, 9, 16, 11, 18)"
"(2, 13, 0, 13, 14)"
"(25, 2, 26, 7, 16)"
"(6, 21, 13, 11, 7)"
"(15, 3, 13, 22, 5)"
"(8, 17, 3, 1, 7)"
"(15, 6, 5, 5, 23)"
