"(8, 26)"
"(4, 16)"
"(24, 4)"
"(4, 19)"
"(3, 7)"
"(1, 8)"
"(16, 8)"
"(15, 12)"
"(17, 26)"
"(9, 17)"
"(17, 2)"
"(0, 22)"
"(12, 21)"
"(8, 25)"
"(5, 18)"
"(9, 9)"
"(3, 5)"
"(23, 2)"
"(22, 20)"
"(4, 25)"
"(7, 26)"
"(9, 17)"
"(21, 23)"
"(13, 4)"
"(17, 9)"
"(5, 0)"
"(12, 14)"
"(14, 2)"
"(4, 10)"
"(8, 12)"
"(16, 17)"
"(1, 9)"
"(8, 8)"
"(13, 1)"
"(6, 10)"
"(11, 5)"
"(3, 22)"
"(23, 12)"
"(11, 10)"
"(1, 14)"
"(6, 5)"
"(20, 22)"
"(17, 7)"
"(9, 16)"
"(2, 15)"
"(20, 1)"
"(16, 20)"
"(14, 0)"
"(23, 16)"
"(13, 18)"
"(2, 19)"
"(15, 12)"
"(23, 6)"
"(9, 17)"
"(14, 9)"
"(0, 15)"
"(18, 20)"
"(23, 9)"
"(17, 24)"
"(12, 20)"
"(19, 10)"
"(21, 15)"
"(26, 12)"
"(11, 21)"
"(6, 22)"
"(10, 13)"
"(6, 1)"
"(2, 9)"
"(1, 24)"
"(5, 25)"
"(11, 4)"
"(15, 25)"
"(15, 26)"
"(14, 11)"
"(23, 0)"
"(21, 13)"
"(0, 7)"
"(16, 4)"
"(25, 23)"
"(13, 1)"
"(8, 16)"
"(15, 6)"
"(16, 8)"
"(24, 5)"
"(22, 16)"
"(11, 14)"
"(22, 23)"
"(12, 9)"
"(5, 12)"
"(26, 25)"
"(3, 19)"
"(14, 11)"
"(0, 8)"
"(19, 20)"
"(22, 8)"
"(19, 6)"
"(11, 8)"
"(25, 16)"
"(7, 8)"
"(12, 5)"
