"(155, 153)"
"(168, 147)"
"(179, 173)"
"(200, 199)"
"(100, 64)"
"(70, 181)"
"(5, 114)"
"(192, 57)"
"(101, 64)"
"(88, 136)"
"(162, 102)"
"(24, 58)"
"(191, 20)"
"(159, 97)"
"(63, 161)"
"(105, 0)"
"(189, 44)"
"(204, 149)"
"(76, 142)"
"(182, 97)"
"(8, 189)"
"(42, 50)"
"(82, 37)"
"(125, 32)"
"(4, 127)"
"(8, 52)"
"(169, 94)"
"(105, 134)"
"(112, 148)"
"(138, 89)"
"(5, 73)"
"(135, 25)"
"(28, 101)"
"(1, 142)"
"(55, 143)"
"(99, 148)"
"(17, 176)"
"(63, 12)"
"(112, 163)"
"(138, 188)"
"(161, 78)"
"(139, 145)"
"(115, 163)"
"(167, 90)"
"(43, 107)"
"(18, 32)"
"(150, 146)"
"(18, 37)"
"(174, 162)"
"(41, 133)"
"(77, 163)"
"(171, 0)"
"(34, 165)"
"(91, 146)"
"(176, 12)"
"(189, 120)"
"(127, 194)"
"(175, 75)"
"(16, 166)"
"(130, 70)"
"(66, 171)"
"(118, 20)"
"(170, 40)"
"(19, 3)"
"(50, 62)"
"(1, 174)"
"(187, 54)"
"(86, 162)"
"(0, 180)"
"(1, 8)"
"(183, 29)"
"(76, 171)"
"(33, 22)"
"(76, 77)"
"(170, 29)"
"(147, 118)"
"(19, 95)"
"(99, 205)"
"(28, 114)"
"(66, 141)"
"(158, 27)"
"(110, 7)"
"(23, 195)"
"(32, 65)"
"(129, 108)"
"(187, 87)"
"(161, 51)"
"(78, 176)"
"(56, 196)"
"(63, 168)"
"(164, 17)"
"(22, 157)"
"(169, 180)"
"(111, 39)"
"(32, 59)"
"(52, 25)"
"(31, 69)"
"(83, 6)"
"(102, 105)"
"(119, 82)"
