"(8, 26)"
"(28, 74)"
"(33, 69)"
"(94, 79)"
"(58, 81)"
"(90, 27)"
"(29, 44)"
"(15, 26)"
"(28, 11)"
"(15, 21)"
"(121, 36)"
"(18, 95)"
"(74, 118)"
"(13, 2)"
"(118, 39)"
"(20, 120)"
"(42, 92)"
"(108, 81)"
"(50, 114)"
"(95, 99)"
"(70, 104)"
"(87, 127)"
"(45, 121)"
"(63, 122)"
"(121, 125)"
"(84, 77)"
"(123, 88)"
"(94, 27)"
"(3, 63)"
"(95, 78)"
"(33, 100)"
"(115, 100)"
"(48, 90)"
"(1, 29)"
"(60, 111)"
"(33, 44)"
"(107, 16)"
"(127, 111)"
"(85, 60)"
"(126, 7)"
"(18, 119)"
"(115, 92)"
"(95, 45)"
"(2, 101)"
"(56, 49)"
"(101, 91)"
"(25, 79)"
"(90, 119)"
"(79, 43)"
"(127, 94)"
"(98, 79)"
"(54, 23)"
"(53, 125)"
"(121, 18)"
"(87, 123)"
"(20, 63)"
"(114, 118)"
"(22, 32)"
"(11, 56)"
"(63, 78)"
"(121, 61)"
"(55, 31)"
"(96, 52)"
"(46, 86)"
"(110, 70)"
"(47, 44)"
"(73, 6)"
"(57, 28)"
"(12, 39)"
"(56, 97)"
"(11, 62)"
"(125, 99)"
"(118, 108)"
"(77, 69)"
"(44, 45)"
"(56, 75)"
"(101, 21)"
"(101, 76)"
"(93, 114)"
"(67, 30)"
"(44, 6)"
"(21, 18)"
"(34, 19)"
"(103, 127)"
"(83, 30)"
"(98, 109)"
"(112, 49)"
"(2, 119)"
"(124, 71)"
"(118, 64)"
"(103, 4)"
"(85, 122)"
"(110, 19)"
"(111, 79)"
"(70, 95)"
"(114, 44)"
"(35, 119)"
"(25, 90)"
"(68, 118)"
"(12, 2)"
