"(15, 7)"
"(24, 10)"
"(18, 28)"
"(28, 12)"
"(12, 6)"
"(7, 17)"
"(22, 22)"
"(15, 0)"
"(1, 13)"
"(20, 22)"
"(8, 27)"
"(1, 19)"
"(13, 22)"
"(26, 27)"
"(9, 17)"
"(14, 13)"
"(28, 1)"
"(3, 11)"
"(3, 19)"
"(26, 12)"
"(3, 12)"
"(19, 27)"
"(12, 15)"
"(8, 18)"
"(20, 11)"
"(3, 9)"
"(1, 23)"
"(27, 3)"
"(17, 6)"
"(22, 11)"
"(9, 15)"
"(18, 23)"
"(7, 2)"
"(16, 9)"
"(24, 20)"
"(1, 28)"
"(9, 9)"
"(27, 23)"
"(16, 27)"
"(20, 20)"
"(22, 24)"
"(24, 22)"
"(3, 19)"
"(9, 15)"
"(5, 21)"
"(23, 3)"
"(15, 28)"
"(16, 6)"
"(19, 5)"
"(5, 22)"
"(24, 14)"
"(5, 4)"
"(15, 26)"
"(19, 4)"
"(14, 0)"
"(24, 17)"
"(18, 20)"
"(1, 8)"
"(15, 18)"
"(19, 10)"
"(7, 21)"
"(2, 6)"
"(19, 14)"
"(6, 12)"
"(2, 23)"
"(4, 28)"
"(9, 27)"
"(26, 16)"
"(14, 17)"
"(17, 14)"
"(28, 15)"
"(3, 17)"
"(7, 21)"
"(11, 0)"
"(10, 13)"
"(20, 25)"
"(17, 18)"
"(12, 23)"
"(11, 23)"
"(14, 22)"
"(18, 27)"
"(18, 16)"
"(18, 14)"
"(26, 2)"
"(28, 9)"
"(22, 13)"
"(3, 28)"
"(24, 11)"
"(20, 2)"
"(4, 4)"
"(4, 19)"
"(23, 1)"
"(18, 15)"
"(14, 11)"
"(21, 0)"
"(8, 12)"
"(8, 9)"
"(20, 8)"
"(27, 5)"
"(9, 19)"
