"(94, 12)"
"(2, 25)"
"(35, 78)"
"(8, 104)"
"(62, 93)"
"(65, 53)"
"(32, 7)"
"(5, 39)"
"(61, 86)"
"(71, 53)"
"(21, 42)"
"(71, 38)"
"(24, 20)"
"(3, 23)"
"(55, 69)"
"(5, 67)"
"(13, 29)"
"(83, 22)"
"(50, 46)"
"(62, 9)"
"(67, 84)"
"(40, 96)"
"(51, 81)"
"(72, 54)"
"(22, 42)"
"(89, 38)"
"(99, 57)"
"(65, 14)"
"(63, 97)"
"(16, 36)"
"(43, 100)"
"(5, 54)"
"(57, 62)"
"(23, 80)"
"(34, 16)"
"(13, 13)"
"(2, 16)"
"(48, 38)"
"(15, 10)"
"(100, 37)"
"(9, 31)"
"(81, 79)"
"(60, 92)"
"(25, 9)"
"(98, 56)"
"(58, 28)"
"(90, 55)"
"(20, 54)"
"(44, 57)"
"(36, 18)"
"(16, 51)"
"(93, 88)"
"(12, 47)"
"(82, 67)"
"(102, 103)"
"(59, 34)"
"(92, 60)"
"(43, 66)"
"(10, 42)"
"(19, 94)"
"(8, 4)"
"(86, 104)"
"(26, 52)"
"(30, 33)"
"(50, 84)"
"(28, 29)"
"(82, 101)"
"(89, 23)"
"(8, 52)"
"(73, 56)"
"(68, 93)"
"(48, 94)"
"(48, 98)"
"(62, 60)"
"(76, 17)"
"(82, 1)"
"(3, 42)"
"(34, 97)"
"(102, 78)"
"(41, 69)"
"(80, 3)"
"(35, 37)"
"(27, 56)"
"(75, 69)"
"(103, 35)"
"(31, 51)"
"(52, 24)"
"(36, 35)"
"(86, 0)"
"(77, 88)"
"(7, 87)"
"(15, 5)"
"(79, 105)"
"(43, 29)"
"(7, 104)"
"(101, 69)"
"(62, 14)"
"(93, 97)"
"(95, 90)"
"(87, 69)"
