"(32, 102)"
"(2, 79)"
"(90, 112)"
"(70, 30)"
"(50, 78)"
"(31, 48)"
"(109, 76)"
"(77, 73)"
"(61, 50)"
"(71, 13)"
"(98, 104)"
"(10, 111)"
"(55, 108)"
"(9, 38)"
"(19, 30)"
"(24, 85)"
"(6, 103)"
"(74, 34)"
"(103, 65)"
"(60, 7)"
"(36, 30)"
"(37, 15)"
"(21, 110)"
"(107, 0)"
"(15, 52)"
"(3, 11)"
"(82, 69)"
"(29, 112)"
"(33, 37)"
"(64, 49)"
"(9, 67)"
"(96, 24)"
"(78, 105)"
"(33, 49)"
"(72, 23)"
"(24, 23)"
"(101, 94)"
"(109, 72)"
"(34, 85)"
"(108, 33)"
"(53, 60)"
"(39, 37)"
"(94, 61)"
"(12, 56)"
"(98, 113)"
"(69, 87)"
"(106, 70)"
"(71, 101)"
"(18, 53)"
"(99, 73)"
"(22, 2)"
"(112, 92)"
"(90, 93)"
"(72, 2)"
"(9, 63)"
"(98, 67)"
"(47, 0)"
"(37, 32)"
"(92, 16)"
"(26, 101)"
"(74, 10)"
"(6, 43)"
"(28, 71)"
"(107, 66)"
"(74, 45)"
"(49, 82)"
"(13, 34)"
"(79, 2)"
"(30, 91)"
"(112, 16)"
"(57, 93)"
"(14, 103)"
"(9, 4)"
"(48, 39)"
"(105, 67)"
"(54, 93)"
"(78, 68)"
"(74, 39)"
"(51, 91)"
"(112, 80)"
"(48, 62)"
"(71, 59)"
"(107, 66)"
"(43, 113)"
"(97, 111)"
"(58, 31)"
"(110, 39)"
"(115, 109)"
"(69, 36)"
"(80, 7)"
"(23, 26)"
"(94, 43)"
"(14, 32)"
"(15, 96)"
"(89, 84)"
"(90, 21)"
"(59, 30)"
"(58, 19)"
"(19, 20)"
"(47, 14)"
