"(32, 15)"
"(30, 28)"
"(1, 6)"
"(6, 36)"
"(23, 24)"
"(8, 47)"
"(36, 28)"
"(28, 22)"
"(33, 56)"
"(60, 17)"
"(13, 19)"
"(39, 32)"
"(4, 58)"
"(34, 15)"
"(32, 52)"
"(34, 23)"
"(15, 42)"
"(41, 37)"
"(35, 24)"
"(56, 2)"
"(1, 46)"
"(4, 49)"
"(59, 45)"
"(13, 5)"
"(15, 43)"
"(1, 29)"
"(36, 19)"
"(16, 26)"
"(1, 21)"
"(49, 13)"
"(53, 31)"
"(7, 59)"
"(31, 40)"
"(0, 58)"
"(28, 55)"
"(37, 41)"
"(31, 35)"
"(42, 40)"
"(25, 60)"
"(43, 18)"
"(22, 51)"
"(12, 51)"
"(30, 43)"
"(59, 0)"
"(6, 4)"
"(2, 41)"
"(20, 44)"
"(38, 38)"
"(12, 36)"
"(34, 54)"
"(49, 20)"
"(55, 28)"
"(31, 2)"
"(24, 56)"
"(36, 4)"
"(51, 9)"
"(27, 8)"
"(5, 6)"
"(26, 31)"
"(43, 51)"
"(1, 1)"
"(28, 8)"
"(23, 32)"
"(48, 36)"
"(37, 35)"
"(46, 8)"
"(31, 3)"
"(42, 16)"
"(27, 41)"
"(48, 34)"
"(1, 42)"
"(35, 7)"
"(17, 52)"
"(4, 10)"
"(22, 4)"
"(7, 19)"
"(52, 51)"
"(2, 52)"
"(5, 51)"
"(25, 22)"
"(57, 28)"
"(20, 31)"
"(23, 8)"
"(12, 28)"
"(19, 12)"
"(34, 46)"
"(47, 51)"
"(36, 6)"
"(17, 36)"
"(5, 6)"
"(47, 1)"
"(35, 3)"
"(9, 36)"
"(46, 32)"
"(53, 31)"
"(28, 17)"
"(42, 39)"
"(13, 38)"
"(7, 14)"
"(0, 39)"
