"(10, 13, 22, 11)"
"(20, 21, 19, 11)"
"(6, 0, 11, 22)"
"(0, 13, 8, 10)"
"(1, 3, 11, 1)"
"(19, 23, 11, 12)"
"(12, 21, 20, 10)"
"(7, 21, 11, 4)"
"(4, 2, 17, 2)"
"(18, 16, 15, 16)"
"(7, 19, 0, 20)"
"(3, 17, 14, 2)"
"(5, 8, 21, 24)"
"(3, 14, 8, 7)"
"(13, 9, 11, 3)"
"(14, 2, 15, 19)"
"(10, 0, 3, 10)"
"(7, 7, 14, 22)"
"(10, 23, 5, 24)"
"(2, 4, 15, 22)"
"(25, 19, 7, 12)"
"(21, 15, 16, 16)"
"(10, 13, 17, 14)"
"(22, 12, 1, 18)"
"(6, 0, 21, 7)"
"(18, 3, 0, 15)"
"(19, 21, 5, 19)"
"(18, 0, 10, 10)"
"(19, 15, 24, 22)"
"(1, 12, 13, 19)"
"(15, 20, 25, 12)"
"(23, 18, 21, 23)"
"(6, 3, 1, 4)"
"(12, 8, 1, 12)"
"(0, 4, 11, 7)"
"(4, 1, 20, 22)"
"(14, 19, 19, 0)"
"(20, 3, 12, 13)"
"(18, 4, 9, 19)"
"(15, 14, 21, 19)"
"(24, 9, 18, 19)"
"(1, 17, 19, 16)"
"(12, 4, 25, 20)"
"(2, 11, 2, 3)"
"(3, 4, 19, 21)"
"(0, 7, 10, 18)"
"(11, 15, 24, 25)"
"(5, 8, 4, 17)"
"(11, 6, 1, 21)"
"(22, 17, 21, 4)"
"(21, 0, 4, 20)"
"(7, 7, 6, 5)"
"(24, 23, 17, 16)"
"(13, 9, 20, 21)"
"(13, 25, 8, 20)"
"(6, 25, 20, 1)"
"(14, 14, 5, 7)"
"(1, 13, 7, 15)"
"(24, 21, 12, 21)"
"(23, 23, 8, 13)"
"(13, 7, 3, 25)"
"(16, 22, 13, 11)"
"(2, 25, 14, 14)"
"(12, 16, 23, 16)"
"(18, 17, 14, 20)"
"(3, 3, 12, 12)"
"(0, 25, 17, 6)"
"(12, 2, 3, 22)"
"(1, 5, 2, 18)"
"(13, 19, 9, 14)"
"(3, 22, 19, 23)"
"(19, 5, 1, 20)"
"(14, 24, 3, 7)"
"(10, 5, 20, 15)"
"(0, 15, 22, 4)"
"(5, 19, 19, 11)"
"(15, 17, 12, 25)"
"(7, 22, 25, 18)"
"(13, 1, 0, 10)"
"(6, 3, 21, 18)"
"(8, 8, 24, 1)"
"(21, 6, 22, 18)"
"(5, 17, 16, 0)"
"(8, 1, 22, 7)"
"(4, 1, 6, 2)"
"(19, 15, 11, 23)"
"(9, 7, 22, 16)"
"(25, 22, 19, 5)"
"(3, 18, 15, 11)"
"(25, 19, 12, 17)"
"(7, 4, 17, 18)"
"(6, 15, 1, 16)"
"(12, 22, 16, 7)"
"(13, 16, 0, 10)"
"(2, 24, 14, 5)"
"(10, 10, 25, 11)"
"(7, 18, 10, 6)"
"(17, 22, 17, 4)"
"(20, 4, 24, 25)"
"(19, 21, 21, 8)"
