"(45, 56, 50, 54, 28)"
"(18, 7, 10, 5, 30)"
"(19, 33, 6, 5, 19)"
"(44, 37, 54, 29, 45)"
"(56, 49, 28, 43, 34)"
"(42, 18, 43, 37, 39)"
"(20, 56, 30, 5, 48)"
"(58, 3, 11, 50, 30)"
"(56, 36, 21, 4, 9)"
"(9, 49, 0, 38, 43)"
"(51, 47, 52, 46, 53)"
"(23, 30, 10, 51, 30)"
"(15, 47, 33, 29, 24)"
"(20, 44, 12, 16, 43)"
"(19, 41, 4, 2, 22)"
"(56, 7, 17, 17, 51)"
"(36, 6, 30, 14, 44)"
"(13, 34, 9, 1, 30)"
"(48, 20, 19, 11, 24)"
"(37, 53, 24, 42, 19)"
"(15, 56, 58, 44, 20)"
"(26, 58, 21, 18, 31)"
"(43, 44, 12, 50, 27)"
"(41, 45, 5, 25, 1)"
"(23, 52, 57, 10, 30)"
"(46, 42, 48, 51, 10)"
"(54, 49, 11, 37, 8)"
"(4, 50, 36, 26, 24)"
"(46, 17, 48, 46, 17)"
"(10, 56, 41, 21, 58)"
"(31, 8, 31, 30, 9)"
"(36, 22, 7, 18, 53)"
"(16, 33, 24, 47, 42)"
"(58, 26, 35, 30, 46)"
"(52, 4, 35, 28, 7)"
"(38, 9, 37, 30, 12)"
"(24, 2, 38, 32, 22)"
"(42, 33, 44, 28, 18)"
"(11, 7, 30, 45, 17)"
"(38, 29, 6, 24, 42)"
"(57, 51, 43, 37, 1)"
"(21, 24, 14, 47, 8)"
"(55, 42, 56, 57, 16)"
"(27, 33, 28, 58, 48)"
"(38, 51, 45, 52, 4)"
"(54, 12, 58, 32, 0)"
"(50, 54, 22, 1, 38)"
"(8, 25, 41, 54, 58)"
"(9, 40, 42, 28, 20)"
"(0, 10, 3, 27, 26)"
"(2, 21, 23, 22, 39)"
"(46, 38, 10, 19, 20)"
"(20, 28, 9, 8, 19)"
"(53, 38, 52, 0, 36)"
"(43, 34, 56, 44, 57)"
"(14, 48, 46, 4, 2)"
"(49, 28, 5, 37, 18)"
"(53, 53, 38, 41, 31)"
"(49, 16, 35, 35, 30)"
"(37, 21, 7, 7, 20)"
"(22, 1, 18, 16, 47)"
"(27, 48, 44, 30, 12)"
"(19, 11, 20, 23, 1)"
"(46, 0, 23, 35, 43)"
"(42, 55, 48, 18, 18)"
"(38, 15, 11, 3, 0)"
"(44, 32, 5, 57, 41)"
"(57, 35, 51, 42, 40)"
"(58, 36, 20, 56, 56)"
"(50, 7, 6, 39, 2)"
"(46, 56, 20, 34, 17)"
"(25, 38, 6, 34, 27)"
"(41, 6, 16, 15, 32)"
"(32, 53, 53, 11, 43)"
"(38, 2, 8, 29, 24)"
"(7, 51, 58, 24, 22)"
"(58, 48, 5, 38, 21)"
"(4, 0, 27, 56, 28)"
"(22, 21, 19, 54, 27)"
"(8, 23, 5, 41, 53)"
"(56, 12, 45, 41, 55)"
"(55, 1, 22, 37, 40)"
"(39, 58, 57, 1, 13)"
"(15, 21, 10, 10, 20)"
"(4, 30, 52, 8, 49)"
"(2, 23, 8, 28, 29)"
"(56, 41, 12, 41, 53)"
"(19, 43, 43, 2, 12)"
"(13, 38, 48, 1, 40)"
"(37, 29, 3, 42, 7)"
"(8, 40, 41, 46, 7)"
"(5, 32, 47, 1, 34)"
"(42, 43, 31, 20, 53)"
"(43, 47, 5, 11, 19)"
"(28, 53, 2, 44, 42)"
"(5, 23, 44, 11, 57)"
"(56, 18, 33, 8, 16)"
"(14, 53, 21, 21, 7)"
"(52, 20, 1, 37, 9)"
"(28, 21, 44, 8, 47)"
