"(3, 30, 19, 18, 15)"
"(25, 14, 5, 25, 7)"
"(15, 0, 22, 11, 26)"
"(37, 24, 1, 36, 6)"
"(37, 2, 36, 25, 8)"
"(17, 14, 14, 23, 3)"
"(30, 29, 11, 8, 20)"
"(32, 32, 2, 22, 35)"
"(2, 24, 33, 12, 28)"
"(5, 21, 15, 23, 32)"
"(31, 4, 22, 15, 16)"
"(9, 34, 10, 14, 5)"
"(18, 30, 5, 10, 23)"
"(30, 2, 27, 12, 20)"
"(29, 11, 17, 32, 8)"
"(5, 31, 34, 28, 13)"
"(4, 11, 21, 2, 14)"
"(12, 21, 26, 0, 10)"
"(26, 26, 37, 15, 4)"
"(17, 0, 14, 12, 14)"
"(25, 38, 14, 36, 20)"
"(35, 15, 26, 19, 5)"
"(35, 18, 3, 29, 23)"
"(24, 4, 15, 14, 10)"
"(28, 19, 24, 36, 30)"
"(27, 14, 13, 38, 7)"
"(36, 37, 30, 10, 2)"
"(22, 32, 9, 13, 37)"
"(25, 11, 2, 24, 21)"
"(22, 14, 20, 27, 1)"
"(35, 21, 38, 31, 21)"
"(26, 28, 34, 28, 20)"
"(26, 4, 14, 34, 28)"
"(15, 38, 34, 12, 15)"
"(34, 13, 19, 24, 12)"
"(25, 33, 25, 2, 34)"
"(14, 32, 20, 36, 20)"
"(12, 1, 21, 26, 4)"
"(37, 5, 0, 36, 24)"
"(30, 36, 18, 32, 20)"
"(21, 15, 2, 0, 1)"
"(10, 24, 9, 15, 26)"
"(16, 5, 22, 27, 19)"
"(9, 29, 23, 34, 27)"
"(25, 7, 11, 35, 20)"
"(30, 16, 3, 21, 30)"
"(11, 0, 15, 23, 10)"
"(11, 23, 25, 23, 27)"
"(34, 30, 17, 31, 23)"
"(14, 19, 9, 38, 10)"
"(34, 33, 16, 6, 4)"
"(33, 10, 23, 11, 32)"
"(31, 0, 37, 28, 9)"
"(16, 34, 20, 17, 23)"
"(0, 37, 32, 17, 28)"
"(7, 20, 21, 6, 33)"
"(35, 31, 19, 22, 17)"
"(27, 17, 21, 31, 14)"
"(27, 1, 34, 38, 31)"
"(7, 1, 34, 16, 22)"
"(18, 18, 15, 1, 22)"
"(21, 22, 4, 19, 21)"
"(6, 21, 6, 18, 20)"
"(38, 37, 26, 3, 2)"
"(6, 20, 35, 14, 1)"
"(21, 16, 22, 12, 12)"
"(9, 17, 10, 0, 36)"
"(2, 31, 5, 10, 9)"
"(34, 23, 36, 0, 37)"
"(23, 11, 28, 22, 4)"
"(20, 34, 5, 12, 24)"
"(15, 24, 32, 13, 8)"
"(37, 22, 2, 21, 2)"
"(5, 23, 36, 9, 37)"
"(11, 9, 9, 21, 31)"
"(29, 17, 37, 10, 16)"
"(17, 19, 18, 22, 35)"
"(7, 31, 4, 2, 2)"
"(0, 28, 17, 35, 20)"
"(7, 16, 38, 8, 19)"
"(27, 9, 9, 26, 6)"
"(14, 25, 8, 4, 14)"
"(7, 30, 26, 13, 24)"
"(15, 26, 17, 28, 31)"
"(15, 20, 31, 28, 8)"
"(29, 2, 10, 26, 17)"
"(12, 21, 8, 24, 33)"
"(0, 38, 13, 9, 38)"
"(22, 0, 33, 37, 7)"
"(21, 12, 30, 31, 28)"
"(35, 13, 36, 33, 21)"
"(9, 16, 8, 22, 7)"
"(21, 25, 21, 36, 8)"
"(10, 21, 32, 22, 26)"
"(4, 6, 33, 14, 8)"
"(35, 38, 11, 7, 36)"
"(0, 33, 36, 10, 9)"
"(6, 14, 7, 30, 2)"
"(6, 34, 8, 9, 10)"
"(9, 22, 16, 30, 10)"
