"(0, 40)"
"(43, 79)"
"(32, 37)"
"(64, 43)"
"(14, 1)"
"(44, 29)"
"(50, 23)"
"(16, 44)"
"(48, 35)"
"(54, 49)"
"(20, 65)"
"(35, 13)"
"(26, 24)"
"(31, 35)"
"(9, 28)"
"(38, 75)"
"(65, 14)"
"(18, 24)"
"(56, 79)"
"(27, 18)"
"(4, 22)"
"(76, 36)"
"(32, 14)"
"(3, 44)"
"(16, 24)"
"(79, 20)"
"(13, 80)"
"(19, 37)"
"(23, 17)"
"(32, 39)"
"(3, 25)"
"(33, 77)"
"(5, 53)"
"(26, 35)"
"(61, 14)"
"(55, 43)"
"(53, 43)"
"(61, 57)"
"(31, 75)"
"(2, 16)"
"(51, 26)"
"(17, 64)"
"(65, 19)"
"(21, 7)"
"(11, 33)"
"(63, 11)"
"(65, 17)"
"(33, 40)"
"(76, 32)"
"(2, 7)"
"(63, 35)"
"(5, 6)"
"(9, 61)"
"(45, 37)"
"(61, 29)"
"(44, 68)"
"(41, 30)"
"(71, 74)"
"(52, 3)"
"(26, 3)"
"(32, 1)"
"(68, 54)"
"(5, 65)"
"(51, 64)"
"(2, 13)"
"(79, 52)"
"(63, 42)"
"(24, 55)"
"(28, 51)"
"(66, 44)"
"(33, 24)"
"(33, 72)"
"(76, 67)"
"(70, 74)"
"(4, 2)"
"(5, 77)"
"(72, 1)"
"(69, 9)"
"(19, 34)"
"(48, 22)"
"(16, 7)"
"(22, 67)"
"(54, 36)"
"(66, 20)"
"(69, 78)"
"(77, 78)"
"(19, 64)"
"(27, 50)"
"(50, 54)"
"(31, 43)"
"(16, 27)"
"(36, 55)"
"(20, 50)"
"(1, 69)"
"(4, 32)"
"(10, 25)"
"(11, 58)"
"(59, 37)"
"(59, 0)"
"(21, 35)"
