"(51, 31)"
"(38, 4)"
"(23, 20)"
"(24, 42)"
"(22, 15)"
"(47, 8)"
"(28, 63)"
"(52, 28)"
"(35, 31)"
"(21, 0)"
"(4, 6)"
"(11, 54)"
"(6, 28)"
"(43, 38)"
"(23, 50)"
"(27, 23)"
"(57, 33)"
"(44, 40)"
"(40, 22)"
"(14, 27)"
"(27, 32)"
"(18, 44)"
"(41, 18)"
"(8, 35)"
"(3, 39)"
"(22, 10)"
"(44, 9)"
"(35, 3)"
"(25, 24)"
"(48, 41)"
"(60, 20)"
"(44, 1)"
"(23, 20)"
"(14, 46)"
"(27, 42)"
"(3, 17)"
"(56, 33)"
"(60, 44)"
"(30, 44)"
"(10, 56)"
"(2, 0)"
"(39, 49)"
"(18, 53)"
"(37, 19)"
"(57, 23)"
"(6, 35)"
"(26, 11)"
"(25, 16)"
"(27, 21)"
"(48, 62)"
"(18, 58)"
"(34, 47)"
"(62, 44)"
"(11, 1)"
"(49, 44)"
"(30, 10)"
"(45, 7)"
"(16, 21)"
"(1, 28)"
"(53, 62)"
"(4, 33)"
"(6, 25)"
"(38, 5)"
"(22, 57)"
"(6, 12)"
"(22, 1)"
"(53, 12)"
"(42, 56)"
"(5, 16)"
"(41, 49)"
"(6, 51)"
"(16, 32)"
"(38, 35)"
"(8, 50)"
"(7, 3)"
"(49, 21)"
"(38, 44)"
"(36, 38)"
"(61, 53)"
"(24, 48)"
"(59, 53)"
"(24, 61)"
"(8, 59)"
"(44, 7)"
"(37, 39)"
"(17, 47)"
"(22, 5)"
"(59, 23)"
"(1, 58)"
"(34, 39)"
"(8, 5)"
"(8, 32)"
"(53, 62)"
"(55, 59)"
"(24, 18)"
"(35, 39)"
"(14, 7)"
"(60, 29)"
"(46, 25)"
"(30, 52)"
