"(1, 46)"
"(2, 32)"
"(48, 15)"
"(22, 36)"
"(12, 21)"
"(38, 4)"
"(40, 25)"
"(13, 35)"
"(51, 36)"
"(33, 14)"
"(43, 50)"
"(17, 10)"
"(47, 25)"
"(39, 35)"
"(51, 19)"
"(28, 17)"
"(49, 15)"
"(32, 31)"
"(6, 47)"
"(17, 50)"
"(4, 17)"
"(49, 8)"
"(20, 26)"
"(8, 39)"
"(20, 49)"
"(28, 51)"
"(4, 20)"
"(14, 31)"
"(6, 4)"
"(22, 39)"
"(22, 45)"
"(7, 36)"
"(43, 28)"
"(42, 19)"
"(30, 51)"
"(37, 24)"
"(18, 50)"
"(38, 34)"
"(21, 26)"
"(23, 25)"
"(0, 35)"
"(10, 33)"
"(36, 24)"
"(25, 6)"
"(17, 40)"
"(19, 14)"
"(31, 7)"
"(31, 15)"
"(38, 35)"
"(16, 16)"
"(34, 20)"
"(15, 8)"
"(25, 21)"
"(32, 48)"
"(6, 16)"
"(12, 8)"
"(37, 19)"
"(36, 36)"
"(33, 43)"
"(6, 8)"
"(24, 2)"
"(9, 22)"
"(45, 29)"
"(17, 37)"
"(28, 47)"
"(4, 20)"
"(13, 49)"
"(34, 30)"
"(45, 29)"
"(29, 51)"
"(3, 13)"
"(45, 6)"
"(28, 15)"
"(20, 1)"
"(28, 27)"
"(33, 42)"
"(42, 3)"
"(49, 32)"
"(25, 21)"
"(28, 42)"
"(43, 7)"
"(10, 41)"
"(42, 19)"
"(50, 30)"
"(23, 22)"
"(24, 10)"
"(37, 10)"
"(21, 36)"
"(50, 6)"
"(11, 30)"
"(21, 51)"
"(37, 29)"
"(49, 4)"
"(48, 50)"
"(43, 33)"
"(2, 41)"
"(19, 7)"
"(29, 39)"
"(45, 49)"
"(24, 28)"
