"(4, 1, 6, 11, 2)"
"(2, 0, 11, 10, 14)"
"(0, 12, 5, 7, 8)"
"(8, 1, 4, 1, 7)"
"(1, 8, 10, 6, 14)"
"(3, 8, 13, 14, 12)"
"(1, 0, 1, 13, 5)"
"(0, 4, 1, 13, 11)"
"(4, 13, 2, 0, 2)"
"(11, 6, 10, 5, 3)"
"(13, 8, 10, 8, 4)"
"(14, 6, 14, 14, 11)"
"(5, 14, 7, 14, 14)"
"(3, 0, 9, 12, 10)"
"(1, 9, 0, 12, 9)"
"(1, 8, 9, 14, 5)"
"(8, 11, 1, 12, 5)"
"(5, 3, 8, 6, 5)"
"(2, 7, 8, 1, 14)"
"(3, 3, 5, 7, 14)"
"(11, 13, 0, 5, 4)"
"(4, 0, 4, 14, 13)"
"(3, 5, 2, 6, 6)"
"(2, 2, 10, 1, 13)"
"(4, 14, 14, 6, 6)"
"(12, 8, 6, 9, 4)"
"(2, 11, 0, 13, 14)"
"(14, 7, 3, 8, 10)"
"(4, 14, 6, 9, 8)"
"(8, 13, 14, 9, 1)"
"(13, 4, 5, 11, 14)"
"(7, 5, 13, 13, 14)"
"(5, 2, 12, 12, 10)"
"(7, 1, 1, 1, 9)"
"(9, 10, 7, 5, 12)"
"(8, 1, 12, 6, 14)"
"(8, 14, 14, 6, 4)"
"(14, 10, 12, 0, 4)"
"(8, 10, 6, 9, 8)"
"(1, 2, 8, 14, 13)"
"(9, 7, 6, 3, 7)"
"(10, 7, 4, 0, 7)"
"(14, 10, 6, 13, 0)"
"(6, 2, 0, 1, 8)"
"(2, 3, 3, 2, 13)"
"(0, 10, 11, 14, 8)"
"(8, 8, 3, 5, 3)"
"(9, 3, 6, 0, 4)"
"(1, 11, 11, 9, 9)"
"(10, 4, 13, 14, 8)"
"(8, 10, 14, 11, 11)"
"(8, 5, 9, 6, 7)"
"(2, 2, 0, 8, 9)"
"(9, 8, 0, 5, 9)"
"(9, 2, 7, 12, 10)"
"(4, 7, 11, 5, 3)"
"(10, 12, 0, 10, 3)"
"(12, 13, 4, 2, 6)"
"(3, 13, 5, 1, 5)"
"(4, 8, 12, 12, 2)"
"(5, 8, 12, 5, 9)"
"(13, 3, 14, 14, 1)"
"(12, 8, 11, 9, 7)"
"(5, 3, 4, 4, 1)"
"(3, 1, 14, 1, 1)"
"(6, 7, 2, 2, 6)"
"(6, 5, 0, 13, 9)"
"(3, 8, 5, 10, 4)"
"(12, 13, 5, 13, 1)"
"(13, 1, 8, 0, 10)"
"(14, 4, 8, 1, 3)"
"(10, 0, 3, 7, 5)"
"(13, 11, 10, 13, 3)"
"(6, 13, 13, 11, 3)"
"(13, 13, 13, 5, 6)"
"(7, 13, 6, 4, 8)"
"(10, 2, 11, 5, 2)"
"(13, 12, 4, 5, 13)"
"(7, 4, 7, 13, 10)"
"(7, 5, 4, 9, 3)"
"(8, 10, 1, 3, 10)"
"(14, 4, 2, 9, 8)"
"(2, 11, 7, 7, 1)"
"(12, 14, 5, 10, 3)"
"(0, 7, 11, 10, 8)"
"(10, 12, 12, 2, 10)"
"(1, 14, 9, 0, 14)"
"(8, 8, 14, 5, 12)"
"(4, 1, 14, 7, 13)"
"(14, 12, 9, 3, 12)"
"(1, 8, 13, 12, 12)"
"(9, 5, 0, 7, 3)"
"(11, 2, 11, 2, 8)"
"(10, 6, 6, 8, 9)"
"(14, 7, 2, 3, 4)"
"(8, 9, 8, 0, 10)"
"(8, 5, 0, 5, 7)"
"(14, 13, 14, 0, 5)"
"(9, 1, 3, 6, 13)"
"(4, 7, 0, 0, 5)"
