"(53, 7, 17, 44, 33)"
"(49, 12, 11, 51, 21)"
"(33, 27, 7, 36, 23)"
"(45, 31, 36, 35, 12)"
"(45, 7, 35, 16, 10)"
"(43, 8, 34, 40, 18)"
"(52, 28, 4, 6, 24)"
"(3, 49, 53, 41, 42)"
"(46, 31, 28, 17, 36)"
"(35, 5, 9, 43, 3)"
"(2, 26, 45, 42, 53)"
"(17, 8, 1, 16, 53)"
"(17, 30, 51, 16, 35)"
"(44, 11, 18, 29, 19)"
"(32, 8, 5, 6, 13)"
"(28, 12, 29, 46, 34)"
"(45, 27, 22, 31, 12)"
"(41, 32, 54, 33, 37)"
"(44, 33, 14, 26, 50)"
"(28, 50, 4, 9, 25)"
"(12, 32, 45, 22, 11)"
"(29, 18, 12, 37, 0)"
"(14, 29, 3, 53, 31)"
"(21, 33, 50, 18, 10)"
"(40, 25, 10, 7, 1)"
"(41, 33, 15, 26, 11)"
"(45, 22, 11, 6, 46)"
"(16, 4, 1, 13, 32)"
"(35, 45, 28, 6, 20)"
"(9, 6, 2, 51, 51)"
"(1, 20, 27, 5, 40)"
"(41, 8, 22, 35, 43)"
"(7, 7, 1, 10, 22)"
"(37, 50, 52, 43, 28)"
"(12, 18, 20, 39, 29)"
"(41, 15, 7, 17, 38)"
"(32, 21, 41, 1, 13)"
"(14, 8, 42, 24, 39)"
"(2, 40, 28, 0, 4)"
"(50, 17, 21, 10, 6)"
"(31, 53, 32, 37, 45)"
"(11, 35, 5, 32, 51)"
"(49, 2, 15, 26, 38)"
"(5, 7, 45, 16, 28)"
"(21, 20, 28, 34, 50)"
"(14, 6, 27, 49, 22)"
"(5, 47, 34, 34, 46)"
"(48, 4, 25, 17, 19)"
"(47, 42, 13, 31, 26)"
"(46, 21, 48, 23, 2)"
"(18, 10, 7, 38, 30)"
"(50, 42, 12, 42, 35)"
"(48, 42, 14, 15, 33)"
"(5, 24, 20, 35, 21)"
"(32, 41, 29, 24, 16)"
"(32, 0, 48, 28, 43)"
"(0, 11, 23, 38, 9)"
"(52, 4, 11, 51, 48)"
"(32, 10, 53, 51, 18)"
"(25, 52, 2, 46, 49)"
"(28, 30, 16, 47, 49)"
"(35, 12, 52, 15, 24)"
"(28, 22, 49, 29, 18)"
"(8, 0, 11, 13, 19)"
"(50, 17, 20, 13, 12)"
"(45, 1, 13, 14, 51)"
"(41, 21, 14, 37, 16)"
"(31, 2, 20, 15, 52)"
"(39, 28, 0, 33, 38)"
"(48, 26, 2, 27, 21)"
"(46, 54, 10, 22, 49)"
"(49, 5, 5, 53, 37)"
"(17, 22, 23, 13, 45)"
"(31, 39, 54, 38, 42)"
"(50, 23, 18, 47, 32)"
"(20, 54, 50, 37, 9)"
"(41, 38, 43, 51, 50)"
"(49, 4, 5, 4, 42)"
"(31, 54, 13, 29, 26)"
"(19, 22, 47, 11, 52)"
"(28, 52, 50, 39, 39)"
"(24, 39, 39, 6, 38)"
"(44, 35, 45, 5, 4)"
"(51, 10, 52, 52, 31)"
"(8, 23, 29, 13, 20)"
"(11, 44, 2, 51, 53)"
"(22, 5, 39, 14, 4)"
"(26, 18, 12, 42, 27)"
"(34, 23, 9, 48, 45)"
"(39, 6, 16, 27, 39)"
"(17, 43, 27, 53, 5)"
"(35, 38, 54, 54, 8)"
"(31, 9, 38, 40, 30)"
"(51, 23, 51, 12, 18)"
"(44, 47, 31, 3, 19)"
"(0, 8, 15, 13, 51)"
"(14, 46, 10, 35, 37)"
"(51, 0, 28, 27, 21)"
"(18, 52, 46, 7, 16)"
"(12, 16, 46, 14, 23)"
