"(15,)"
"(4,)"
"(22,)"
"(1,)"
"(25,)"
"(16,)"
"(25,)"
"(9,)"
"(23,)"
"(21,)"
"(9,)"
"(3,)"
"(1,)"
"(21,)"
"(24,)"
"(29,)"
"(29,)"
"(8,)"
"(17,)"
"(2,)"
"(27,)"
"(1,)"
"(21,)"
"(11,)"
"(18,)"
"(11,)"
"(0,)"
"(0,)"
"(13,)"
"(18,)"
"(14,)"
"(23,)"
"(29,)"
"(17,)"
"(0,)"
"(23,)"
"(22,)"
"(11,)"
"(16,)"
"(11,)"
"(6,)"
"(27,)"
"(1,)"
"(8,)"
"(20,)"
"(8,)"
"(6,)"
"(4,)"
"(12,)"
"(14,)"
"(14,)"
"(12,)"
"(3,)"
"(25,)"
"(3,)"
"(13,)"
"(3,)"
"(26,)"
"(29,)"
"(26,)"
"(12,)"
"(19,)"
"(27,)"
"(9,)"
"(1,)"
"(24,)"
"(15,)"
"(25,)"
"(18,)"
"(25,)"
"(29,)"
"(21,)"
"(24,)"
"(19,)"
"(28,)"
"(27,)"
"(24,)"
"(7,)"
"(23,)"
"(27,)"
"(0,)"
"(27,)"
"(16,)"
"(21,)"
"(6,)"
"(9,)"
"(25,)"
"(6,)"
"(26,)"
"(19,)"
"(18,)"
"(0,)"
"(3,)"
"(2,)"
"(15,)"
"(4,)"
"(28,)"
"(21,)"
"(15,)"
"(18,)"
