"(87, 55)"
"(76, 90)"
"(76, 50)"
"(22, 63)"
"(42, 17)"
"(29, 3)"
"(9, 80)"
"(53, 65)"
"(75, 59)"
"(13, 8)"
"(75, 74)"
"(61, 62)"
"(89, 86)"
"(32, 35)"
"(38, 11)"
"(63, 72)"
"(71, 71)"
"(54, 55)"
"(1, 90)"
"(14, 49)"
"(47, 5)"
"(69, 81)"
"(10, 23)"
"(91, 66)"
"(48, 41)"
"(19, 56)"
"(46, 74)"
"(49, 39)"
"(45, 83)"
"(32, 83)"
"(7, 90)"
"(9, 54)"
"(17, 48)"
"(39, 13)"
"(5, 50)"
"(5, 69)"
"(17, 20)"
"(51, 8)"
"(26, 70)"
"(50, 87)"
"(35, 71)"
"(9, 65)"
"(40, 85)"
"(24, 77)"
"(19, 37)"
"(90, 37)"
"(3, 63)"
"(49, 50)"
"(75, 11)"
"(67, 81)"
"(73, 48)"
"(63, 51)"
"(75, 83)"
"(58, 90)"
"(34, 49)"
"(46, 37)"
"(80, 12)"
"(49, 49)"
"(30, 74)"
"(28, 61)"
"(67, 5)"
"(87, 82)"
"(51, 55)"
"(4, 15)"
"(40, 15)"
"(45, 5)"
"(84, 18)"
"(63, 17)"
"(11, 28)"
"(66, 83)"
"(34, 35)"
"(67, 43)"
"(83, 47)"
"(60, 65)"
"(57, 83)"
"(18, 37)"
"(10, 90)"
"(24, 32)"
"(49, 8)"
"(35, 70)"
"(71, 75)"
"(81, 79)"
"(24, 77)"
"(77, 48)"
"(88, 44)"
"(64, 77)"
"(84, 42)"
"(75, 81)"
"(46, 41)"
"(41, 44)"
"(65, 32)"
"(56, 25)"
"(77, 69)"
"(23, 76)"
"(15, 17)"
"(8, 53)"
"(15, 56)"
"(7, 80)"
"(83, 70)"
"(24, 6)"
