"(11, 11)"
"(9, 1)"
"(10, 7)"
"(6, 11)"
"(14, 14)"
"(5, 4)"
"(6, 5)"
"(9, 10)"
"(4, 4)"
"(5, 6)"
"(2, 12)"
"(4, 5)"
"(4, 5)"
"(10, 10)"
"(13, 13)"
"(10, 7)"
"(11, 1)"
"(2, 2)"
"(0, 11)"
"(3, 1)"
"(13, 11)"
"(7, 13)"
"(3, 7)"
"(4, 14)"
"(10, 13)"
"(1, 12)"
"(4, 11)"
"(9, 5)"
"(4, 9)"
"(7, 5)"
"(6, 14)"
"(4, 5)"
"(11, 9)"
"(2, 0)"
"(7, 5)"
"(13, 2)"
"(10, 5)"
"(7, 3)"
"(9, 13)"
"(2, 6)"
"(4, 8)"
"(4, 8)"
"(14, 10)"
"(6, 9)"
"(7, 10)"
"(8, 0)"
"(14, 1)"
"(8, 13)"
"(14, 10)"
"(14, 4)"
"(10, 11)"
"(0, 0)"
"(12, 10)"
"(8, 11)"
"(7, 7)"
"(6, 14)"
"(0, 8)"
"(13, 1)"
"(3, 12)"
"(5, 11)"
"(2, 7)"
"(8, 1)"
"(3, 0)"
"(7, 8)"
"(5, 12)"
"(4, 7)"
"(11, 10)"
"(3, 14)"
"(11, 4)"
"(3, 11)"
"(6, 12)"
"(5, 5)"
"(2, 0)"
"(14, 5)"
"(11, 1)"
"(10, 9)"
"(3, 14)"
"(2, 7)"
"(7, 12)"
"(2, 6)"
"(4, 11)"
"(10, 9)"
"(6, 7)"
"(12, 7)"
"(13, 1)"
"(7, 3)"
"(10, 8)"
"(7, 5)"
"(14, 7)"
"(14, 3)"
"(13, 0)"
"(14, 11)"
"(9, 6)"
"(13, 14)"
"(4, 7)"
"(4, 13)"
"(2, 3)"
"(13, 2)"
"(10, 7)"
"(8, 9)"
