"(76, 36)"
"(30, 27)"
"(50, 26)"
"(10, 36)"
"(51, 44)"
"(3, 71)"
"(54, 47)"
"(62, 79)"
"(2, 78)"
"(14, 66)"
"(81, 37)"
"(36, 4)"
"(31, 42)"
"(1, 55)"
"(34, 24)"
"(60, 28)"
"(86, 1)"
"(8, 74)"
"(43, 64)"
"(55, 22)"
"(7, 31)"
"(19, 68)"
"(58, 41)"
"(21, 5)"
"(72, 38)"
"(11, 77)"
"(78, 14)"
"(44, 57)"
"(38, 26)"
"(2, 33)"
"(49, 12)"
"(59, 28)"
"(52, 4)"
"(56, 7)"
"(56, 26)"
"(58, 78)"
"(36, 50)"
"(54, 58)"
"(29, 46)"
"(6, 18)"
"(40, 82)"
"(65, 47)"
"(40, 13)"
"(22, 45)"
"(0, 29)"
"(73, 17)"
"(37, 72)"
"(18, 80)"
"(64, 61)"
"(18, 59)"
"(20, 83)"
"(1, 85)"
"(15, 82)"
"(75, 61)"
"(27, 68)"
"(18, 83)"
"(7, 86)"
"(35, 53)"
"(22, 68)"
"(53, 38)"
"(12, 10)"
"(47, 23)"
"(36, 38)"
"(17, 13)"
"(70, 61)"
"(35, 86)"
"(70, 82)"
"(23, 2)"
"(49, 68)"
"(27, 51)"
"(15, 43)"
"(22, 5)"
"(12, 47)"
"(48, 27)"
"(17, 8)"
"(25, 78)"
"(79, 26)"
"(75, 12)"
"(84, 7)"
"(87, 9)"
"(22, 82)"
"(49, 43)"
"(20, 38)"
"(69, 63)"
"(71, 59)"
"(87, 77)"
"(60, 17)"
"(74, 61)"
"(67, 14)"
"(55, 24)"
"(86, 77)"
"(3, 60)"
"(41, 44)"
"(56, 43)"
"(87, 27)"
"(15, 69)"
"(26, 13)"
"(42, 71)"
"(32, 63)"
"(44, 63)"
