"(77, 40)"
"(278, 39)"
"(296, 241)"
"(320, 48)"
"(102, 59)"
"(247, 288)"
"(326, 59)"
"(282, 314)"
"(244, 244)"
"(223, 14)"
"(92, 263)"
"(348, 26)"
"(318, 246)"
"(239, 129)"
"(156, 196)"
"(6, 273)"
"(115, 274)"
"(168, 160)"
"(189, 75)"
"(282, 193)"
"(260, 306)"
"(284, 160)"
"(345, 342)"
"(269, 126)"
"(214, 236)"
"(44, 237)"
"(59, 259)"
"(218, 126)"
"(184, 246)"
"(229, 159)"
"(269, 14)"
"(5, 69)"
"(160, 209)"
"(148, 61)"
"(327, 144)"
"(257, 131)"
"(226, 316)"
"(148, 332)"
"(86, 259)"
"(40, 4)"
"(161, 80)"
"(257, 212)"
"(246, 214)"
"(28, 198)"
"(13, 225)"
"(170, 167)"
"(13, 344)"
"(133, 5)"
"(284, 74)"
"(232, 93)"
"(291, 329)"
"(294, 320)"
"(252, 152)"
"(126, 346)"
"(164, 271)"
"(305, 91)"
"(197, 112)"
"(118, 63)"
"(32, 156)"
"(200, 299)"
"(319, 230)"
"(175, 17)"
"(272, 185)"
"(78, 4)"
"(240, 257)"
"(125, 98)"
"(130, 273)"
"(274, 16)"
"(39, 42)"
"(139, 337)"
"(7, 184)"
"(259, 341)"
"(46, 90)"
"(247, 293)"
"(225, 23)"
"(123, 100)"
"(64, 110)"
"(349, 49)"
"(345, 60)"
"(98, 76)"
"(132, 126)"
"(30, 257)"
"(204, 39)"
"(207, 57)"
"(245, 222)"
"(250, 67)"
"(143, 40)"
"(249, 195)"
"(192, 106)"
"(189, 52)"
"(79, 45)"
"(267, 156)"
"(241, 269)"
"(22, 332)"
"(125, 141)"
"(104, 119)"
"(131, 185)"
"(255, 7)"
"(153, 323)"
"(317, 310)"
