"(27, 48)"
"(58, 66)"
"(25, 55)"
"(55, 45)"
"(30, 14)"
"(10, 55)"
"(56, 42)"
"(48, 66)"
"(31, 50)"
"(56, 30)"
"(64, 21)"
"(43, 52)"
"(18, 23)"
"(13, 28)"
"(40, 67)"
"(58, 51)"
"(33, 57)"
"(21, 57)"
"(15, 50)"
"(8, 35)"
"(9, 38)"
"(12, 43)"
"(66, 67)"
"(64, 51)"
"(51, 29)"
"(67, 35)"
"(25, 23)"
"(10, 2)"
"(25, 49)"
"(30, 47)"
"(17, 46)"
"(50, 42)"
"(51, 45)"
"(51, 63)"
"(29, 38)"
"(47, 48)"
"(39, 54)"
"(43, 41)"
"(36, 21)"
"(32, 23)"
"(56, 59)"
"(29, 21)"
"(39, 6)"
"(30, 11)"
"(4, 52)"
"(19, 7)"
"(33, 19)"
"(31, 62)"
"(62, 38)"
"(65, 9)"
"(16, 12)"
"(42, 42)"
"(61, 54)"
"(0, 8)"
"(31, 55)"
"(64, 1)"
"(12, 37)"
"(19, 45)"
"(2, 36)"
"(11, 65)"
"(24, 58)"
"(24, 20)"
"(13, 36)"
"(5, 40)"
"(24, 36)"
"(28, 16)"
"(39, 65)"
"(44, 33)"
"(45, 62)"
"(54, 19)"
"(8, 21)"
"(52, 59)"
"(23, 64)"
"(68, 64)"
"(36, 33)"
"(68, 25)"
"(54, 67)"
"(4, 67)"
"(7, 3)"
"(62, 3)"
"(47, 66)"
"(65, 10)"
"(16, 49)"
"(63, 47)"
"(22, 4)"
"(28, 16)"
"(50, 67)"
"(24, 58)"
"(33, 19)"
"(45, 22)"
"(32, 16)"
"(36, 14)"
"(67, 67)"
"(8, 44)"
"(32, 4)"
"(42, 3)"
"(12, 1)"
"(45, 28)"
"(36, 59)"
"(58, 58)"
