"(22, 9)"
"(0, 307)"
"(338, 227)"
"(221, 242)"
"(236, 278)"
"(252, 176)"
"(335, 308)"
"(64, 340)"
"(47, 284)"
"(241, 292)"
"(28, 306)"
"(87, 5)"
"(170, 168)"
"(208, 107)"
"(194, 292)"
"(256, 236)"
"(256, 4)"
"(230, 80)"
"(270, 57)"
"(103, 50)"
"(286, 168)"
"(194, 83)"
"(294, 13)"
"(246, 105)"
"(272, 282)"
"(158, 77)"
"(101, 165)"
"(160, 9)"
"(229, 181)"
"(143, 302)"
"(32, 44)"
"(74, 137)"
"(9, 244)"
"(239, 301)"
"(288, 286)"
"(115, 14)"
"(61, 267)"
"(88, 201)"
"(172, 31)"
"(127, 32)"
"(101, 36)"
"(172, 245)"
"(177, 297)"
"(222, 253)"
"(153, 131)"
"(21, 288)"
"(270, 156)"
"(140, 68)"
"(300, 286)"
"(339, 287)"
"(67, 223)"
"(243, 33)"
"(247, 159)"
"(45, 296)"
"(84, 269)"
"(332, 341)"
"(338, 248)"
"(125, 5)"
"(74, 43)"
"(330, 166)"
"(198, 307)"
"(338, 281)"
"(320, 58)"
"(193, 270)"
"(299, 293)"
"(44, 295)"
"(240, 81)"
"(336, 143)"
"(121, 27)"
"(337, 266)"
"(58, 122)"
"(190, 111)"
"(100, 326)"
"(183, 61)"
"(31, 90)"
"(207, 320)"
"(228, 234)"
"(166, 58)"
"(19, 177)"
"(121, 56)"
"(90, 311)"
"(95, 120)"
"(78, 302)"
"(263, 180)"
"(322, 232)"
"(99, 142)"
"(7, 71)"
"(123, 32)"
"(58, 18)"
"(118, 161)"
"(253, 7)"
"(319, 78)"
"(245, 56)"
"(105, 106)"
"(68, 210)"
"(213, 158)"
"(170, 66)"
"(104, 294)"
"(339, 176)"
"(223, 0)"
