"(108, 98)"
"(72, 40)"
"(107, 83)"
"(132, 45)"
"(58, 130)"
"(100, 120)"
"(70, 62)"
"(54, 91)"
"(42, 57)"
"(62, 2)"
"(109, 18)"
"(30, 95)"
"(25, 79)"
"(117, 24)"
"(54, 118)"
"(25, 103)"
"(62, 69)"
"(23, 67)"
"(99, 25)"
"(62, 69)"
"(38, 131)"
"(122, 98)"
"(23, 18)"
"(34, 130)"
"(32, 111)"
"(122, 79)"
"(58, 30)"
"(84, 17)"
"(100, 23)"
"(26, 8)"
"(81, 62)"
"(111, 31)"
"(72, 49)"
"(128, 8)"
"(19, 87)"
"(98, 98)"
"(65, 33)"
"(27, 30)"
"(97, 20)"
"(51, 115)"
"(106, 128)"
"(23, 57)"
"(73, 117)"
"(126, 69)"
"(41, 107)"
"(79, 44)"
"(105, 45)"
"(118, 2)"
"(74, 73)"
"(56, 47)"
"(3, 87)"
"(106, 109)"
"(76, 100)"
"(80, 106)"
"(7, 112)"
"(28, 91)"
"(96, 1)"
"(11, 74)"
"(24, 39)"
"(122, 40)"
"(32, 127)"
"(13, 6)"
"(19, 69)"
"(125, 21)"
"(12, 127)"
"(110, 50)"
"(83, 67)"
"(90, 24)"
"(37, 124)"
"(78, 81)"
"(116, 103)"
"(67, 37)"
"(46, 124)"
"(124, 135)"
"(4, 125)"
"(105, 7)"
"(99, 83)"
"(72, 1)"
"(83, 122)"
"(60, 109)"
"(13, 23)"
"(1, 89)"
"(26, 104)"
"(66, 37)"
"(85, 31)"
"(57, 129)"
"(32, 119)"
"(84, 99)"
"(59, 27)"
"(100, 105)"
"(27, 99)"
"(88, 106)"
"(57, 96)"
"(31, 96)"
"(43, 63)"
"(39, 131)"
"(72, 126)"
"(77, 78)"
"(55, 101)"
"(106, 38)"
