"(77, 64)"
"(83, 79)"
"(84, 134)"
"(84, 22)"
"(104, 124)"
"(135, 43)"
"(115, 4)"
"(131, 118)"
"(38, 83)"
"(139, 116)"
"(19, 138)"
"(12, 71)"
"(41, 29)"
"(25, 72)"
"(26, 21)"
"(39, 5)"
"(29, 71)"
"(37, 142)"
"(52, 42)"
"(115, 46)"
"(57, 124)"
"(89, 50)"
"(43, 31)"
"(107, 37)"
"(122, 6)"
"(126, 78)"
"(84, 50)"
"(107, 136)"
"(85, 8)"
"(75, 71)"
"(3, 73)"
"(0, 2)"
"(39, 108)"
"(11, 88)"
"(119, 131)"
"(35, 21)"
"(111, 14)"
"(89, 25)"
"(126, 144)"
"(26, 0)"
"(26, 127)"
"(2, 2)"
"(108, 88)"
"(136, 91)"
"(138, 57)"
"(8, 77)"
"(91, 103)"
"(114, 73)"
"(87, 78)"
"(106, 140)"
"(45, 83)"
"(117, 18)"
"(146, 20)"
"(119, 18)"
"(24, 68)"
"(68, 15)"
"(61, 85)"
"(45, 107)"
"(69, 33)"
"(97, 99)"
"(57, 149)"
"(47, 20)"
"(149, 30)"
"(17, 25)"
"(10, 134)"
"(17, 148)"
"(145, 28)"
"(60, 124)"
"(56, 40)"
"(128, 28)"
"(129, 54)"
"(95, 84)"
"(96, 92)"
"(103, 33)"
"(53, 5)"
"(24, 76)"
"(76, 121)"
"(132, 0)"
"(106, 30)"
"(118, 105)"
"(98, 49)"
"(144, 11)"
"(7, 110)"
"(19, 84)"
"(135, 27)"
"(65, 112)"
"(35, 39)"
"(111, 116)"
"(81, 61)"
"(88, 96)"
"(26, 82)"
"(106, 120)"
"(31, 31)"
"(91, 148)"
"(49, 128)"
"(37, 130)"
"(59, 106)"
"(110, 25)"
"(41, 57)"
"(104, 2)"
