"(8, 13)"
"(2, 8)"
"(9, 2)"
"(9, 12)"
"(9, 0)"
"(9, 14)"
"(1, 8)"
"(9, 5)"
"(2, 7)"
"(7, 6)"
"(10, 0)"
"(9, 4)"
"(15, 1)"
"(1, 13)"
"(3, 10)"
"(5, 1)"
"(6, 1)"
"(15, 0)"
"(3, 10)"
"(2, 7)"
"(11, 5)"
"(4, 9)"
"(12, 3)"
"(3, 0)"
"(6, 5)"
"(4, 10)"
"(13, 4)"
"(6, 4)"
"(3, 10)"
"(13, 2)"
"(2, 1)"
"(1, 4)"
"(3, 6)"
"(11, 15)"
"(6, 10)"
"(12, 14)"
"(15, 1)"
"(5, 8)"
"(11, 7)"
"(0, 12)"
"(15, 6)"
"(12, 2)"
"(10, 8)"
"(3, 11)"
"(0, 7)"
"(7, 15)"
"(3, 12)"
"(11, 8)"
"(3, 0)"
"(13, 11)"
"(2, 5)"
"(4, 13)"
"(0, 3)"
"(11, 4)"
"(10, 5)"
"(12, 9)"
"(10, 7)"
"(6, 2)"
"(3, 5)"
"(3, 12)"
"(1, 9)"
"(12, 13)"
"(0, 7)"
"(10, 15)"
"(14, 7)"
"(2, 10)"
"(2, 7)"
"(1, 5)"
"(12, 12)"
"(9, 2)"
"(3, 0)"
"(10, 7)"
"(7, 13)"
"(4, 2)"
"(12, 8)"
"(5, 13)"
"(3, 9)"
"(10, 5)"
"(15, 10)"
"(15, 9)"
"(3, 2)"
"(3, 12)"
"(5, 6)"
"(1, 6)"
"(7, 10)"
"(14, 7)"
"(2, 9)"
"(1, 12)"
"(15, 1)"
"(6, 11)"
"(15, 8)"
"(7, 15)"
"(15, 8)"
"(4, 7)"
"(2, 11)"
"(0, 10)"
"(4, 1)"
"(2, 6)"
"(14, 10)"
"(13, 8)"
