"(30, 3)"
"(26, 24)"
"(17, 32)"
"(22, 23)"
"(34, 12)"
"(13, 1)"
"(34, 3)"
"(43, 6)"
"(37, 38)"
"(1, 15)"
"(35, 38)"
"(5, 8)"
"(13, 2)"
"(18, 25)"
"(29, 23)"
"(5, 14)"
"(9, 37)"
"(0, 35)"
"(2, 16)"
"(42, 23)"
"(10, 30)"
"(23, 4)"
"(38, 7)"
"(28, 43)"
"(16, 3)"
"(41, 3)"
"(42, 25)"
"(22, 29)"
"(39, 20)"
"(13, 3)"
"(33, 43)"
"(16, 15)"
"(12, 16)"
"(1, 42)"
"(7, 7)"
"(1, 42)"
"(36, 26)"
"(42, 38)"
"(16, 39)"
"(31, 34)"
"(38, 34)"
"(8, 41)"
"(37, 5)"
"(15, 36)"
"(15, 7)"
"(39, 3)"
"(9, 9)"
"(8, 26)"
"(5, 8)"
"(35, 2)"
"(26, 26)"
"(3, 13)"
"(29, 19)"
"(13, 28)"
"(26, 33)"
"(3, 43)"
"(1, 23)"
"(13, 13)"
"(22, 20)"
"(36, 30)"
"(24, 4)"
"(31, 24)"
"(13, 15)"
"(13, 10)"
"(14, 38)"
"(13, 38)"
"(0, 35)"
"(28, 19)"
"(23, 17)"
"(37, 41)"
"(42, 10)"
"(40, 19)"
"(23, 25)"
"(17, 24)"
"(11, 8)"
"(7, 3)"
"(0, 33)"
"(16, 10)"
"(31, 5)"
"(38, 28)"
"(27, 4)"
"(29, 17)"
"(16, 0)"
"(16, 2)"
"(25, 22)"
"(17, 34)"
"(5, 22)"
"(29, 2)"
"(13, 6)"
"(27, 16)"
"(24, 13)"
"(33, 37)"
"(37, 36)"
"(38, 32)"
"(6, 32)"
"(3, 30)"
"(8, 2)"
"(36, 41)"
"(31, 35)"
"(17, 43)"
