"(304, 241)"
"(121, 278)"
"(208, 115)"
"(138, 188)"
"(32, 230)"
"(114, 5)"
"(121, 0)"
"(290, 249)"
"(206, 276)"
"(92, 13)"
"(220, 81)"
"(268, 101)"
"(82, 65)"
"(303, 222)"
"(114, 256)"
"(129, 157)"
"(226, 192)"
"(18, 72)"
"(65, 212)"
"(249, 237)"
"(206, 290)"
"(29, 116)"
"(302, 181)"
"(12, 279)"
"(46, 295)"
"(267, 219)"
"(168, 208)"
"(290, 164)"
"(231, 267)"
"(88, 212)"
"(235, 239)"
"(142, 131)"
"(187, 118)"
"(263, 138)"
"(25, 236)"
"(113, 1)"
"(260, 291)"
"(262, 88)"
"(73, 269)"
"(100, 11)"
"(309, 17)"
"(46, 191)"
"(83, 276)"
"(70, 305)"
"(265, 99)"
"(125, 13)"
"(234, 166)"
"(255, 49)"
"(179, 0)"
"(222, 249)"
"(60, 91)"
"(132, 202)"
"(40, 219)"
"(216, 203)"
"(274, 135)"
"(21, 188)"
"(196, 217)"
"(273, 75)"
"(31, 20)"
"(176, 253)"
"(49, 262)"
"(99, 150)"
"(183, 182)"
"(279, 145)"
"(72, 54)"
"(36, 281)"
"(107, 110)"
"(84, 242)"
"(239, 129)"
"(116, 32)"
"(307, 225)"
"(269, 267)"
"(139, 0)"
"(127, 184)"
"(249, 38)"
"(49, 286)"
"(147, 74)"
"(63, 81)"
"(178, 293)"
"(8, 58)"
"(33, 66)"
"(203, 41)"
"(136, 166)"
"(230, 303)"
"(37, 139)"
"(261, 225)"
"(85, 4)"
"(191, 302)"
"(2, 195)"
"(165, 44)"
"(104, 42)"
"(257, 40)"
"(171, 208)"
"(296, 146)"
"(299, 9)"
"(225, 101)"
"(123, 229)"
"(223, 107)"
"(18, 12)"
"(12, 202)"
