"(14, 19, 23, 27, 2)"
"(10, 27, 16, 23, 22)"
"(11, 11, 25, 4, 3)"
"(16, 23, 4, 16, 13)"
"(19, 14, 16, 6, 6)"
"(3, 0, 16, 14, 13)"
"(9, 3, 24, 14, 10)"
"(5, 1, 22, 12, 9)"
"(28, 17, 17, 12, 11)"
"(0, 16, 8, 28, 9)"
"(25, 6, 8, 24, 8)"
"(24, 3, 20, 11, 25)"
"(19, 11, 8, 10, 8)"
"(17, 14, 26, 1, 22)"
"(20, 4, 9, 19, 3)"
"(9, 27, 28, 2, 23)"
"(18, 15, 9, 19, 24)"
"(24, 10, 2, 6, 23)"
"(17, 0, 0, 0, 4)"
"(25, 4, 8, 23, 9)"
"(10, 9, 20, 18, 3)"
"(3, 6, 27, 7, 23)"
"(18, 14, 3, 14, 12)"
"(22, 4, 8, 3, 22)"
"(15, 18, 3, 0, 8)"
"(11, 1, 11, 10, 23)"
"(8, 28, 9, 20, 16)"
"(12, 19, 6, 23, 8)"
"(10, 4, 26, 1, 11)"
"(25, 15, 19, 23, 0)"
"(1, 4, 14, 14, 4)"
"(5, 21, 0, 21, 27)"
"(8, 16, 3, 27, 15)"
"(18, 11, 21, 8, 17)"
"(28, 15, 1, 24, 13)"
"(13, 6, 2, 19, 3)"
"(5, 7, 9, 21, 14)"
"(5, 10, 10, 4, 17)"
"(6, 22, 24, 25, 20)"
"(7, 4, 27, 1, 24)"
"(19, 17, 6, 24, 25)"
"(27, 18, 0, 12, 24)"
"(23, 4, 18, 6, 24)"
"(8, 21, 2, 14, 2)"
"(16, 5, 2, 23, 12)"
"(27, 4, 8, 15, 21)"
"(23, 17, 26, 16, 16)"
"(21, 10, 13, 4, 20)"
"(19, 25, 3, 0, 15)"
"(2, 3, 1, 14, 13)"
"(24, 23, 12, 13, 13)"
"(17, 14, 28, 4, 16)"
"(18, 7, 16, 15, 17)"
"(18, 8, 26, 9, 16)"
"(19, 19, 27, 25, 17)"
"(3, 2, 20, 19, 14)"
"(21, 6, 22, 2, 14)"
"(10, 20, 7, 20, 26)"
"(11, 21, 18, 18, 21)"
"(11, 24, 15, 14, 18)"
"(28, 25, 19, 27, 25)"
"(3, 7, 12, 12, 17)"
"(10, 17, 14, 3, 17)"
"(21, 17, 12, 8, 19)"
"(13, 4, 18, 17, 8)"
"(9, 18, 5, 5, 21)"
"(7, 20, 16, 14, 2)"
"(27, 20, 12, 28, 27)"
"(1, 7, 11, 5, 13)"
"(24, 17, 22, 19, 16)"
"(0, 27, 27, 1, 19)"
"(22, 18, 3, 19, 12)"
"(3, 0, 10, 7, 9)"
"(2, 8, 5, 8, 12)"
"(1, 7, 8, 16, 18)"
"(0, 22, 13, 7, 17)"
"(7, 25, 28, 13, 2)"
"(16, 8, 22, 8, 3)"
"(22, 7, 13, 23, 28)"
"(11, 6, 26, 11, 10)"
"(20, 26, 15, 12, 12)"
"(23, 6, 13, 13, 3)"
"(16, 19, 22, 17, 19)"
"(17, 2, 20, 19, 14)"
"(26, 23, 6, 10, 24)"
"(1, 4, 12, 0, 13)"
"(17, 24, 13, 1, 14)"
"(0, 21, 12, 0, 18)"
"(13, 23, 26, 7, 25)"
"(2, 28, 14, 28, 8)"
"(24, 0, 6, 22, 3)"
"(20, 9, 6, 22, 3)"
"(8, 21, 10, 17, 3)"
"(0, 1, 5, 10, 18)"
"(0, 1, 22, 25, 5)"
"(20, 3, 22, 28, 24)"
"(11, 16, 1, 23, 4)"
"(27, 6, 22, 17, 5)"
"(18, 13, 14, 28, 5)"
"(24, 4, 24, 18, 18)"
