"(7, 30, 5, 29, 39)"
"(2, 22, 23, 9, 2)"
"(15, 23, 20, 9, 11)"
"(30, 29, 16, 16, 26)"
"(33, 23, 34, 8, 32)"
"(31, 33, 22, 0, 40)"
"(32, 24, 2, 7, 23)"
"(9, 38, 18, 5, 3)"
"(23, 9, 18, 18, 27)"
"(34, 7, 3, 31, 6)"
"(32, 35, 4, 5, 33)"
"(0, 32, 8, 3, 19)"
"(31, 29, 40, 8, 28)"
"(22, 10, 34, 30, 5)"
"(12, 17, 20, 12, 7)"
"(16, 2, 18, 1, 6)"
"(23, 31, 32, 32, 13)"
"(16, 6, 2, 17, 26)"
"(34, 14, 27, 33, 28)"
"(21, 16, 23, 23, 4)"
"(15, 13, 35, 4, 15)"
"(28, 14, 0, 1, 20)"
"(6, 16, 39, 30, 30)"
"(39, 3, 34, 30, 25)"
"(36, 4, 23, 13, 9)"
"(38, 39, 19, 11, 25)"
"(4, 37, 15, 11, 24)"
"(38, 24, 23, 19, 15)"
"(26, 6, 5, 16, 33)"
"(9, 38, 13, 18, 19)"
"(14, 16, 5, 16, 17)"
"(21, 15, 23, 31, 30)"
"(17, 26, 4, 14, 1)"
"(0, 27, 29, 22, 10)"
"(4, 12, 10, 13, 0)"
"(33, 29, 23, 9, 11)"
"(16, 7, 20, 14, 33)"
"(11, 7, 4, 9, 40)"
"(29, 7, 7, 36, 2)"
"(9, 9, 22, 29, 12)"
"(14, 15, 28, 23, 8)"
"(5, 19, 16, 6, 34)"
"(25, 25, 31, 8, 32)"
"(29, 26, 18, 7, 12)"
"(35, 1, 14, 33, 30)"
"(23, 19, 19, 9, 15)"
"(4, 33, 1, 15, 15)"
"(40, 28, 16, 8, 16)"
"(18, 5, 13, 33, 40)"
"(26, 34, 31, 19, 36)"
"(16, 36, 7, 5, 37)"
"(18, 30, 33, 7, 35)"
"(26, 11, 40, 17, 33)"
"(8, 36, 31, 3, 17)"
"(9, 13, 31, 40, 25)"
"(31, 31, 16, 21, 27)"
"(38, 8, 33, 0, 1)"
"(4, 28, 39, 18, 11)"
"(33, 34, 24, 24, 3)"
"(14, 40, 10, 29, 24)"
"(13, 35, 23, 21, 31)"
"(17, 8, 10, 30, 21)"
"(12, 30, 39, 30, 33)"
"(6, 7, 32, 22, 10)"
"(19, 5, 16, 12, 33)"
"(5, 4, 6, 34, 33)"
"(8, 36, 24, 34, 18)"
"(25, 24, 39, 19, 24)"
"(12, 0, 28, 18, 20)"
"(28, 4, 27, 39, 15)"
"(38, 30, 15, 22, 18)"
"(11, 32, 4, 39, 17)"
"(25, 1, 35, 19, 19)"
"(2, 4, 23, 29, 3)"
"(16, 36, 15, 9, 21)"
"(40, 22, 1, 7, 29)"
"(26, 19, 38, 21, 27)"
"(18, 31, 16, 13, 38)"
"(23, 31, 39, 12, 13)"
"(31, 19, 39, 18, 28)"
"(21, 23, 4, 22, 19)"
"(9, 34, 34, 10, 1)"
"(29, 10, 30, 20, 12)"
"(23, 11, 25, 9, 18)"
"(30, 22, 9, 19, 32)"
"(14, 15, 14, 2, 24)"
"(29, 23, 0, 33, 6)"
"(28, 15, 37, 30, 13)"
"(33, 2, 31, 22, 37)"
"(5, 15, 12, 11, 35)"
"(21, 12, 36, 24, 23)"
"(11, 36, 14, 26, 34)"
"(18, 35, 32, 13, 31)"
"(26, 15, 7, 0, 29)"
"(3, 11, 28, 38, 25)"
"(22, 28, 15, 8, 9)"
"(35, 4, 25, 38, 39)"
"(38, 6, 18, 5, 9)"
"(2, 31, 2, 25, 4)"
"(4, 31, 2, 29, 20)"
