"(27, 69)"
"(0, 60)"
"(94, 9)"
"(95, 23)"
"(56, 85)"
"(90, 80)"
"(30, 86)"
"(72, 79)"
"(89, 85)"
"(0, 12)"
"(53, 74)"
"(52, 50)"
"(22, 5)"
"(46, 66)"
"(35, 97)"
"(53, 85)"
"(82, 22)"
"(62, 16)"
"(74, 46)"
"(19, 69)"
"(7, 64)"
"(63, 81)"
"(94, 50)"
"(13, 70)"
"(58, 16)"
"(0, 63)"
"(14, 13)"
"(2, 14)"
"(42, 81)"
"(16, 20)"
"(67, 2)"
"(6, 2)"
"(51, 23)"
"(39, 97)"
"(38, 42)"
"(3, 78)"
"(26, 25)"
"(8, 69)"
"(78, 75)"
"(85, 32)"
"(63, 72)"
"(26, 3)"
"(12, 74)"
"(38, 30)"
"(94, 63)"
"(16, 3)"
"(70, 29)"
"(2, 50)"
"(37, 96)"
"(7, 83)"
"(82, 77)"
"(28, 49)"
"(32, 41)"
"(45, 31)"
"(3, 59)"
"(86, 59)"
"(38, 6)"
"(81, 96)"
"(34, 52)"
"(67, 21)"
"(94, 50)"
"(36, 93)"
"(41, 47)"
"(32, 47)"
"(37, 45)"
"(3, 59)"
"(44, 26)"
"(32, 90)"
"(21, 13)"
"(95, 21)"
"(22, 33)"
"(6, 40)"
"(34, 12)"
"(38, 18)"
"(64, 73)"
"(2, 53)"
"(1, 33)"
"(5, 25)"
"(90, 27)"
"(8, 22)"
"(67, 48)"
"(50, 25)"
"(41, 43)"
"(92, 30)"
"(21, 95)"
"(61, 66)"
"(91, 54)"
"(1, 71)"
"(9, 86)"
"(62, 97)"
"(64, 31)"
"(6, 81)"
"(77, 31)"
"(15, 73)"
"(67, 49)"
"(20, 12)"
"(59, 20)"
"(18, 24)"
"(10, 55)"
"(36, 64)"
