"(23, 57)"
"(69, 17)"
"(60, 62)"
"(70, 4)"
"(3, 29)"
"(27, 44)"
"(3, 13)"
"(9, 22)"
"(36, 30)"
"(29, 23)"
"(5, 72)"
"(65, 19)"
"(41, 64)"
"(51, 16)"
"(59, 70)"
"(27, 71)"
"(32, 56)"
"(11, 18)"
"(14, 43)"
"(62, 31)"
"(32, 38)"
"(19, 44)"
"(26, 41)"
"(21, 70)"
"(12, 38)"
"(45, 55)"
"(14, 39)"
"(2, 33)"
"(34, 30)"
"(61, 19)"
"(19, 39)"
"(2, 53)"
"(9, 55)"
"(54, 30)"
"(19, 35)"
"(72, 8)"
"(59, 13)"
"(52, 47)"
"(42, 44)"
"(15, 6)"
"(57, 34)"
"(64, 15)"
"(20, 67)"
"(58, 17)"
"(69, 51)"
"(51, 28)"
"(70, 27)"
"(57, 37)"
"(51, 10)"
"(43, 45)"
"(61, 22)"
"(37, 47)"
"(40, 48)"
"(3, 37)"
"(16, 35)"
"(45, 62)"
"(41, 10)"
"(47, 9)"
"(17, 46)"
"(3, 28)"
"(11, 43)"
"(26, 25)"
"(46, 33)"
"(63, 20)"
"(3, 3)"
"(20, 10)"
"(63, 11)"
"(29, 23)"
"(9, 65)"
"(50, 34)"
"(24, 7)"
"(7, 8)"
"(59, 65)"
"(24, 44)"
"(0, 31)"
"(59, 31)"
"(36, 5)"
"(12, 37)"
"(1, 19)"
"(12, 14)"
"(14, 37)"
"(57, 28)"
"(42, 18)"
"(38, 37)"
"(46, 66)"
"(41, 6)"
"(18, 39)"
"(71, 47)"
"(63, 27)"
"(63, 11)"
"(42, 54)"
"(13, 36)"
"(21, 1)"
"(42, 70)"
"(56, 14)"
"(20, 1)"
"(34, 60)"
"(9, 45)"
"(3, 64)"
"(8, 57)"
