"(7, 16)"
"(11, 14)"
"(15, 10)"
"(3, 15)"
"(16, 0)"
"(3, 12)"
"(0, 2)"
"(14, 11)"
"(14, 6)"
"(17, 0)"
"(12, 17)"
"(6, 14)"
"(3, 17)"
"(9, 4)"
"(17, 11)"
"(6, 10)"
"(17, 12)"
"(14, 12)"
"(17, 10)"
"(10, 8)"
"(9, 15)"
"(10, 1)"
"(6, 8)"
"(1, 6)"
"(1, 2)"
"(5, 7)"
"(4, 2)"
"(9, 14)"
"(3, 6)"
"(5, 7)"
"(12, 15)"
"(8, 10)"
"(10, 7)"
"(15, 16)"
"(7, 4)"
"(16, 11)"
"(13, 11)"
"(16, 17)"
"(15, 15)"
"(14, 4)"
"(5, 16)"
"(8, 14)"
"(1, 2)"
"(15, 13)"
"(8, 6)"
"(11, 4)"
"(3, 10)"
"(7, 13)"
"(0, 6)"
"(3, 1)"
"(6, 11)"
"(13, 6)"
"(9, 15)"
"(13, 0)"
"(10, 3)"
"(8, 11)"
"(0, 16)"
"(7, 8)"
"(7, 2)"
"(2, 12)"
"(7, 15)"
"(3, 0)"
"(9, 17)"
"(8, 11)"
"(14, 15)"
"(6, 15)"
"(8, 5)"
"(12, 17)"
"(2, 14)"
"(7, 11)"
"(17, 6)"
"(5, 11)"
"(13, 2)"
"(15, 7)"
"(1, 5)"
"(15, 9)"
"(15, 1)"
"(15, 8)"
"(6, 17)"
"(14, 17)"
"(16, 14)"
"(1, 3)"
"(13, 5)"
"(11, 13)"
"(11, 8)"
"(4, 12)"
"(4, 10)"
"(5, 10)"
"(2, 2)"
"(13, 2)"
"(5, 4)"
"(15, 6)"
"(7, 11)"
"(10, 6)"
"(9, 15)"
"(2, 11)"
"(7, 3)"
"(4, 3)"
"(13, 8)"
"(1, 7)"
