"(291, 214)"
"(113, 166)"
"(95, 329)"
"(127, 75)"
"(90, 66)"
"(113, 49)"
"(328, 239)"
"(274, 109)"
"(159, 197)"
"(183, 41)"
"(301, 194)"
"(262, 286)"
"(287, 85)"
"(311, 66)"
"(6, 196)"
"(138, 128)"
"(154, 169)"
"(341, 159)"
"(286, 23)"
"(107, 205)"
"(125, 74)"
"(149, 5)"
"(329, 34)"
"(97, 67)"
"(279, 199)"
"(213, 335)"
"(244, 180)"
"(42, 199)"
"(158, 225)"
"(194, 148)"
"(86, 103)"
"(23, 162)"
"(144, 207)"
"(1, 3)"
"(196, 282)"
"(256, 136)"
"(204, 2)"
"(174, 18)"
"(341, 8)"
"(186, 128)"
"(112, 19)"
"(21, 232)"
"(133, 58)"
"(314, 114)"
"(287, 139)"
"(269, 287)"
"(101, 121)"
"(299, 324)"
"(214, 171)"
"(209, 11)"
"(331, 135)"
"(179, 297)"
"(191, 120)"
"(283, 193)"
"(286, 6)"
"(209, 40)"
"(331, 132)"
"(25, 276)"
"(63, 259)"
"(165, 281)"
"(237, 34)"
"(314, 256)"
"(4, 272)"
"(39, 111)"
"(337, 265)"
"(305, 325)"
"(250, 171)"
"(158, 77)"
"(111, 341)"
"(201, 128)"
"(139, 44)"
"(68, 312)"
"(73, 74)"
"(219, 209)"
"(20, 277)"
"(89, 110)"
"(87, 160)"
"(261, 254)"
"(142, 321)"
"(4, 47)"
"(165, 74)"
"(87, 278)"
"(243, 81)"
"(307, 182)"
"(237, 153)"
"(277, 91)"
"(75, 207)"
"(160, 42)"
"(253, 186)"
"(55, 118)"
"(143, 93)"
"(27, 92)"
"(36, 141)"
"(123, 311)"
"(54, 280)"
"(22, 177)"
"(193, 149)"
"(98, 336)"
"(128, 310)"
"(326, 16)"
