"(146, 47)"
"(273, 48)"
"(207, 55)"
"(155, 12)"
"(112, 204)"
"(72, 170)"
"(173, 259)"
"(169, 208)"
"(96, 160)"
"(254, 285)"
"(228, 102)"
"(150, 247)"
"(41, 72)"
"(174, 22)"
"(241, 222)"
"(83, 156)"
"(193, 244)"
"(262, 44)"
"(278, 245)"
"(243, 134)"
"(74, 60)"
"(184, 282)"
"(224, 30)"
"(18, 63)"
"(169, 120)"
"(87, 227)"
"(239, 74)"
"(97, 123)"
"(231, 5)"
"(293, 255)"
"(195, 135)"
"(251, 222)"
"(67, 127)"
"(78, 6)"
"(89, 310)"
"(188, 138)"
"(173, 51)"
"(280, 97)"
"(288, 240)"
"(57, 139)"
"(309, 146)"
"(242, 224)"
"(183, 126)"
"(235, 191)"
"(21, 164)"
"(263, 152)"
"(312, 41)"
"(194, 31)"
"(305, 273)"
"(212, 271)"
"(289, 159)"
"(85, 59)"
"(257, 114)"
"(82, 246)"
"(94, 256)"
"(289, 61)"
"(50, 162)"
"(127, 40)"
"(208, 177)"
"(278, 123)"
"(30, 94)"
"(129, 5)"
"(142, 269)"
"(125, 266)"
"(151, 28)"
"(81, 197)"
"(280, 54)"
"(301, 169)"
"(119, 112)"
"(153, 125)"
"(230, 55)"
"(142, 79)"
"(87, 293)"
"(43, 7)"
"(37, 195)"
"(158, 22)"
"(101, 61)"
"(1, 69)"
"(177, 109)"
"(0, 92)"
"(227, 280)"
"(93, 109)"
"(267, 271)"
"(3, 277)"
"(23, 70)"
"(302, 209)"
"(86, 63)"
"(230, 272)"
"(86, 300)"
"(135, 292)"
"(299, 71)"
"(30, 47)"
"(159, 59)"
"(96, 41)"
"(184, 18)"
"(107, 146)"
"(279, 117)"
"(174, 114)"
"(127, 93)"
"(262, 298)"
