"(106, 124)"
"(21, 77)"
"(123, 39)"
"(125, 79)"
"(97, 71)"
"(36, 17)"
"(27, 26)"
"(21, 36)"
"(21, 99)"
"(48, 1)"
"(111, 77)"
"(6, 63)"
"(34, 80)"
"(10, 104)"
"(113, 56)"
"(41, 118)"
"(1, 67)"
"(42, 46)"
"(30, 66)"
"(85, 27)"
"(28, 10)"
"(16, 47)"
"(100, 69)"
"(48, 125)"
"(24, 103)"
"(37, 126)"
"(27, 41)"
"(40, 92)"
"(65, 55)"
"(12, 93)"
"(118, 23)"
"(75, 122)"
"(29, 113)"
"(35, 39)"
"(43, 55)"
"(65, 26)"
"(124, 18)"
"(43, 14)"
"(73, 68)"
"(49, 88)"
"(113, 16)"
"(54, 49)"
"(65, 90)"
"(7, 2)"
"(56, 102)"
"(5, 33)"
"(116, 115)"
"(22, 44)"
"(107, 39)"
"(74, 27)"
"(38, 16)"
"(89, 84)"
"(41, 97)"
"(19, 20)"
"(51, 8)"
"(16, 111)"
"(69, 97)"
"(81, 1)"
"(95, 81)"
"(115, 102)"
"(98, 104)"
"(112, 81)"
"(92, 74)"
"(119, 16)"
"(5, 31)"
"(112, 6)"
"(78, 103)"
"(125, 120)"
"(111, 89)"
"(26, 63)"
"(1, 15)"
"(88, 4)"
"(66, 34)"
"(33, 26)"
"(113, 86)"
"(92, 35)"
"(7, 45)"
"(35, 124)"
"(126, 61)"
"(10, 17)"
"(113, 77)"
"(58, 64)"
"(118, 33)"
"(112, 36)"
"(96, 94)"
"(78, 94)"
"(103, 4)"
"(115, 38)"
"(60, 94)"
"(24, 87)"
"(12, 120)"
"(17, 54)"
"(118, 73)"
"(29, 52)"
"(114, 12)"
"(7, 81)"
"(15, 10)"
"(4, 89)"
"(0, 114)"
"(120, 121)"
