"(75, 24)"
"(39, 17)"
"(44, 18)"
"(21, 53)"
"(60, 9)"
"(34, 30)"
"(69, 60)"
"(31, 29)"
"(15, 37)"
"(79, 49)"
"(65, 34)"
"(31, 70)"
"(7, 1)"
"(48, 73)"
"(7, 55)"
"(55, 77)"
"(61, 71)"
"(56, 20)"
"(34, 18)"
"(26, 14)"
"(42, 3)"
"(78, 13)"
"(55, 10)"
"(27, 28)"
"(3, 75)"
"(25, 24)"
"(11, 53)"
"(29, 17)"
"(9, 0)"
"(5, 66)"
"(45, 1)"
"(43, 47)"
"(66, 36)"
"(43, 67)"
"(20, 23)"
"(8, 46)"
"(78, 16)"
"(55, 7)"
"(52, 78)"
"(48, 66)"
"(51, 8)"
"(49, 0)"
"(4, 8)"
"(79, 16)"
"(7, 5)"
"(0, 75)"
"(39, 26)"
"(52, 27)"
"(71, 69)"
"(27, 35)"
"(53, 77)"
"(14, 30)"
"(33, 25)"
"(62, 48)"
"(7, 15)"
"(79, 27)"
"(56, 30)"
"(66, 45)"
"(45, 44)"
"(7, 61)"
"(58, 51)"
"(55, 29)"
"(48, 43)"
"(8, 62)"
"(47, 46)"
"(47, 30)"
"(46, 42)"
"(1, 12)"
"(57, 19)"
"(38, 8)"
"(0, 60)"
"(62, 5)"
"(19, 7)"
"(11, 79)"
"(27, 22)"
"(35, 29)"
"(5, 68)"
"(48, 16)"
"(46, 64)"
"(71, 52)"
"(42, 1)"
"(55, 73)"
"(78, 60)"
"(16, 52)"
"(60, 76)"
"(30, 47)"
"(63, 41)"
"(6, 3)"
"(19, 29)"
"(60, 65)"
"(39, 46)"
"(64, 55)"
"(31, 8)"
"(11, 19)"
"(41, 49)"
"(61, 45)"
"(66, 49)"
"(18, 52)"
"(6, 71)"
"(6, 38)"
