"(30, 11)"
"(3, 24)"
"(68, 6)"
"(10, 42)"
"(35, 39)"
"(13, 49)"
"(47, 76)"
"(77, 10)"
"(10, 86)"
"(15, 36)"
"(66, 6)"
"(53, 71)"
"(21, 57)"
"(41, 82)"
"(80, 81)"
"(76, 50)"
"(81, 9)"
"(68, 20)"
"(17, 73)"
"(25, 69)"
"(8, 20)"
"(76, 49)"
"(36, 76)"
"(13, 6)"
"(87, 27)"
"(65, 40)"
"(77, 51)"
"(63, 22)"
"(25, 30)"
"(71, 46)"
"(65, 57)"
"(52, 43)"
"(57, 55)"
"(73, 82)"
"(74, 6)"
"(48, 32)"
"(62, 72)"
"(55, 49)"
"(27, 75)"
"(51, 25)"
"(60, 23)"
"(16, 36)"
"(68, 32)"
"(7, 70)"
"(36, 55)"
"(61, 18)"
"(61, 0)"
"(48, 35)"
"(46, 7)"
"(61, 27)"
"(77, 76)"
"(59, 62)"
"(59, 3)"
"(36, 38)"
"(63, 55)"
"(85, 62)"
"(85, 79)"
"(69, 22)"
"(32, 27)"
"(80, 19)"
"(53, 16)"
"(46, 65)"
"(54, 87)"
"(60, 74)"
"(37, 44)"
"(84, 60)"
"(82, 68)"
"(71, 35)"
"(63, 15)"
"(28, 54)"
"(15, 2)"
"(38, 50)"
"(86, 75)"
"(48, 56)"
"(48, 66)"
"(2, 59)"
"(17, 63)"
"(46, 11)"
"(58, 84)"
"(69, 36)"
"(84, 36)"
"(43, 10)"
"(33, 4)"
"(24, 21)"
"(40, 73)"
"(35, 84)"
"(26, 17)"
"(52, 63)"
"(64, 82)"
"(4, 7)"
"(52, 78)"
"(39, 59)"
"(58, 84)"
"(63, 49)"
"(40, 17)"
"(5, 53)"
"(28, 79)"
"(37, 78)"
"(21, 38)"
"(45, 80)"
