"(18, 15, 15)"
"(6, 8, 2)"
"(21, 16, 13)"
"(6, 12, 17)"
"(10, 0, 8)"
"(9, 19, 2)"
"(10, 0, 0)"
"(9, 13, 8)"
"(4, 10, 2)"
"(19, 9, 17)"
"(14, 5, 18)"
"(18, 4, 1)"
"(20, 13, 21)"
"(4, 16, 21)"
"(22, 12, 15)"
"(18, 8, 3)"
"(19, 4, 13)"
"(18, 18, 11)"
"(8, 15, 16)"
"(17, 5, 6)"
"(14, 11, 19)"
"(11, 8, 18)"
"(4, 2, 20)"
"(2, 6, 9)"
"(17, 5, 17)"
"(10, 1, 21)"
"(0, 16, 14)"
"(15, 12, 13)"
"(11, 5, 9)"
"(16, 13, 17)"
"(4, 6, 4)"
"(13, 20, 9)"
"(10, 11, 8)"
"(0, 9, 13)"
"(1, 7, 8)"
"(17, 1, 17)"
"(16, 7, 19)"
"(6, 18, 13)"
"(10, 10, 9)"
"(1, 10, 14)"
"(1, 12, 10)"
"(5, 7, 10)"
"(21, 14, 19)"
"(2, 3, 17)"
"(15, 5, 18)"
"(7, 18, 9)"
"(20, 13, 8)"
"(18, 7, 15)"
"(20, 2, 19)"
"(22, 4, 18)"
"(2, 12, 11)"
"(20, 14, 21)"
"(13, 13, 15)"
"(21, 17, 1)"
"(1, 8, 21)"
"(9, 12, 11)"
"(6, 0, 11)"
"(11, 20, 3)"
"(22, 15, 1)"
"(11, 19, 18)"
"(2, 8, 18)"
"(1, 17, 5)"
"(18, 6, 19)"
"(20, 5, 5)"
"(17, 6, 2)"
"(10, 18, 18)"
"(18, 8, 14)"
"(11, 11, 2)"
"(4, 8, 7)"
"(0, 6, 17)"
"(12, 1, 1)"
"(10, 3, 4)"
"(12, 12, 12)"
"(6, 19, 20)"
"(5, 14, 7)"
"(19, 3, 16)"
"(17, 1, 11)"
"(6, 2, 0)"
"(1, 6, 1)"
"(6, 11, 17)"
"(2, 19, 13)"
"(11, 18, 6)"
"(10, 17, 3)"
"(21, 14, 12)"
"(7, 5, 19)"
"(21, 16, 13)"
"(11, 4, 10)"
"(2, 3, 1)"
"(12, 2, 12)"
"(9, 14, 20)"
"(19, 14, 1)"
"(13, 12, 5)"
"(10, 18, 3)"
"(3, 16, 11)"
"(8, 5, 6)"
"(2, 2, 19)"
"(19, 19, 22)"
"(10, 13, 15)"
"(10, 17, 11)"
"(12, 14, 12)"
