"(20, 121)"
"(234, 20)"
"(242, 186)"
"(114, 150)"
"(13, 112)"
"(226, 212)"
"(191, 177)"
"(239, 218)"
"(56, 224)"
"(162, 148)"
"(221, 177)"
"(142, 58)"
"(180, 150)"
"(167, 107)"
"(250, 4)"
"(77, 28)"
"(233, 269)"
"(167, 268)"
"(197, 218)"
"(61, 118)"
"(180, 38)"
"(12, 199)"
"(150, 46)"
"(81, 88)"
"(76, 82)"
"(190, 122)"
"(23, 150)"
"(257, 132)"
"(12, 77)"
"(181, 88)"
"(67, 217)"
"(202, 267)"
"(18, 77)"
"(57, 55)"
"(196, 30)"
"(5, 112)"
"(59, 143)"
"(267, 5)"
"(72, 59)"
"(6, 22)"
"(4, 243)"
"(249, 131)"
"(170, 233)"
"(252, 267)"
"(204, 151)"
"(29, 169)"
"(66, 189)"
"(206, 110)"
"(176, 263)"
"(267, 212)"
"(32, 95)"
"(51, 161)"
"(244, 25)"
"(111, 162)"
"(178, 54)"
"(67, 146)"
"(200, 140)"
"(53, 205)"
"(255, 228)"
"(9, 175)"
"(50, 104)"
"(81, 105)"
"(53, 10)"
"(193, 170)"
"(59, 166)"
"(74, 140)"
"(193, 230)"
"(227, 106)"
"(161, 49)"
"(194, 25)"
"(151, 113)"
"(208, 94)"
"(15, 219)"
"(189, 56)"
"(99, 112)"
"(136, 84)"
"(17, 122)"
"(237, 103)"
"(11, 94)"
"(19, 0)"
"(121, 98)"
"(255, 164)"
"(247, 3)"
"(129, 67)"
"(253, 244)"
"(1, 199)"
"(256, 110)"
"(198, 184)"
"(72, 86)"
"(242, 114)"
"(77, 236)"
"(216, 155)"
"(246, 80)"
"(236, 75)"
"(47, 228)"
"(54, 41)"
"(115, 184)"
"(206, 127)"
"(17, 11)"
"(40, 58)"
