"(97, 88)"
"(27, 29)"
"(46, 85)"
"(17, 153)"
"(83, 102)"
"(134, 90)"
"(176, 26)"
"(164, 155)"
"(173, 20)"
"(79, 87)"
"(124, 19)"
"(39, 74)"
"(164, 154)"
"(138, 39)"
"(14, 166)"
"(13, 106)"
"(96, 62)"
"(142, 137)"
"(127, 168)"
"(13, 165)"
"(101, 71)"
"(92, 28)"
"(147, 122)"
"(89, 70)"
"(176, 54)"
"(98, 167)"
"(132, 12)"
"(110, 82)"
"(4, 103)"
"(73, 3)"
"(44, 97)"
"(106, 146)"
"(163, 79)"
"(14, 172)"
"(33, 2)"
"(36, 34)"
"(175, 64)"
"(12, 12)"
"(75, 9)"
"(126, 126)"
"(9, 48)"
"(84, 114)"
"(36, 120)"
"(0, 49)"
"(133, 171)"
"(23, 103)"
"(46, 128)"
"(114, 82)"
"(5, 159)"
"(128, 157)"
"(171, 105)"
"(53, 35)"
"(39, 0)"
"(73, 52)"
"(98, 112)"
"(18, 173)"
"(135, 92)"
"(100, 108)"
"(101, 64)"
"(14, 43)"
"(47, 27)"
"(19, 96)"
"(79, 90)"
"(25, 93)"
"(116, 55)"
"(4, 5)"
"(78, 104)"
"(152, 2)"
"(164, 13)"
"(156, 84)"
"(47, 90)"
"(64, 6)"
"(7, 103)"
"(68, 98)"
"(39, 108)"
"(34, 121)"
"(7, 112)"
"(140, 80)"
"(33, 130)"
"(59, 8)"
"(159, 56)"
"(85, 36)"
"(136, 120)"
"(116, 114)"
"(37, 155)"
"(62, 43)"
"(5, 166)"
"(131, 18)"
"(165, 176)"
"(22, 58)"
"(116, 0)"
"(41, 114)"
"(112, 118)"
"(64, 42)"
"(73, 141)"
"(102, 19)"
"(93, 47)"
"(51, 24)"
"(91, 8)"
"(101, 29)"
