"(197, 85)"
"(74, 5)"
"(32, 80)"
"(158, 92)"
"(36, 163)"
"(230, 94)"
"(2, 191)"
"(69, 2)"
"(109, 33)"
"(290, 79)"
"(106, 190)"
"(245, 2)"
"(162, 13)"
"(222, 245)"
"(230, 236)"
"(272, 79)"
"(202, 160)"
"(0, 249)"
"(149, 240)"
"(191, 246)"
"(243, 124)"
"(15, 84)"
"(213, 30)"
"(259, 78)"
"(41, 281)"
"(224, 27)"
"(224, 28)"
"(275, 28)"
"(75, 232)"
"(165, 141)"
"(231, 294)"
"(123, 89)"
"(211, 68)"
"(21, 277)"
"(24, 174)"
"(79, 203)"
"(73, 79)"
"(217, 249)"
"(273, 122)"
"(163, 157)"
"(110, 231)"
"(159, 252)"
"(202, 113)"
"(205, 277)"
"(140, 62)"
"(45, 193)"
"(167, 187)"
"(236, 93)"
"(46, 99)"
"(11, 230)"
"(167, 194)"
"(40, 247)"
"(215, 227)"
"(10, 145)"
"(32, 151)"
"(251, 50)"
"(167, 17)"
"(72, 60)"
"(294, 145)"
"(252, 157)"
"(56, 111)"
"(74, 285)"
"(52, 176)"
"(37, 279)"
"(94, 292)"
"(235, 241)"
"(289, 107)"
"(51, 53)"
"(280, 192)"
"(171, 99)"
"(255, 192)"
"(199, 292)"
"(1, 31)"
"(284, 63)"
"(230, 115)"
"(106, 138)"
"(64, 156)"
"(37, 80)"
"(262, 74)"
"(56, 259)"
"(195, 178)"
"(256, 131)"
"(161, 66)"
"(42, 9)"
"(160, 134)"
"(38, 144)"
"(153, 8)"
"(205, 148)"
"(49, 40)"
"(66, 216)"
"(155, 22)"
"(168, 206)"
"(86, 5)"
"(149, 112)"
"(39, 88)"
"(261, 148)"
"(271, 14)"
"(214, 244)"
"(185, 54)"
"(212, 77)"
