"(2, 28)"
"(29, 54)"
"(44, 8)"
"(36, 32)"
"(22, 32)"
"(97, 8)"
"(4, 53)"
"(14, 70)"
"(81, 88)"
"(84, 4)"
"(53, 98)"
"(71, 71)"
"(61, 67)"
"(72, 107)"
"(70, 13)"
"(41, 17)"
"(36, 104)"
"(0, 38)"
"(68, 32)"
"(1, 51)"
"(26, 29)"
"(11, 72)"
"(20, 83)"
"(23, 39)"
"(83, 17)"
"(48, 0)"
"(49, 102)"
"(37, 13)"
"(70, 67)"
"(80, 22)"
"(41, 98)"
"(26, 21)"
"(19, 107)"
"(39, 100)"
"(30, 5)"
"(43, 36)"
"(29, 89)"
"(34, 77)"
"(67, 95)"
"(83, 103)"
"(13, 101)"
"(8, 99)"
"(8, 5)"
"(44, 35)"
"(23, 29)"
"(85, 41)"
"(87, 54)"
"(20, 102)"
"(78, 13)"
"(42, 100)"
"(89, 70)"
"(11, 45)"
"(46, 74)"
"(60, 12)"
"(76, 87)"
"(1, 49)"
"(34, 99)"
"(45, 31)"
"(48, 81)"
"(51, 53)"
"(24, 79)"
"(50, 97)"
"(80, 15)"
"(47, 7)"
"(9, 95)"
"(107, 78)"
"(54, 54)"
"(46, 59)"
"(72, 102)"
"(65, 106)"
"(59, 8)"
"(52, 59)"
"(56, 84)"
"(80, 107)"
"(66, 74)"
"(81, 80)"
"(42, 84)"
"(104, 39)"
"(98, 90)"
"(17, 86)"
"(88, 89)"
"(29, 35)"
"(22, 71)"
"(83, 74)"
"(83, 85)"
"(41, 56)"
"(54, 93)"
"(82, 7)"
"(94, 105)"
"(39, 73)"
"(28, 42)"
"(60, 85)"
"(58, 15)"
"(61, 47)"
"(80, 89)"
"(58, 84)"
"(49, 87)"
"(107, 12)"
"(86, 96)"
"(105, 55)"
